Category,Name,Marked Price,Min Discounted Price,Description,Image URLs
Inline Skates,Inline Skates TIAN-E (TE-286),7400.0,7400.0,"For the first time in Nepal we seeNingbo Swan Sport Appliance Manufacturing Co., Ltd (Swan Skates)officially present in Nepal. Sports Center is the authorized dealer for Swan Skates in Nepal. Swan Skates’ frontier brand TIAN-E is now officially present in Nepal. Its major focus is on making skate shoes for recreational and freestyle use. Sports Center has exclusively introduced its range of TIAN-E Skates in Nepal for its skating enthusiasts.TIAN-E inline skates are for recreational and fitness skating. Its PU wheels absorb the bumps and obstacles on outdoor conditions. Thus, it is an ideal skate for hard concrete, asphalt, and rough surfaces.",https://sportscenter.com.np/wp-content/uploads/2025/11/TE-286-600x600.png
Inline Skates,Inline Skates TIAN-E (TE-800 PRO) Slalom Skating,8600.0,8600.0,"For the first time in Nepal we seeNingbo Swan Sport Appliance Manufacturing Co., Ltd (Swan Skates)officially present in Nepal. Sports Center is the authorized dealer for Swan Skates in Nepal. Swan Skates’ frontier brand TIAN-E is now officially present in Nepal. Its major focus is on making skate shoes for recreational and freestyle use. Sports Center has exclusively introduced its range of TIAN-E Skates in Nepal for its skating enthusiasts.TIAN-E (TE-800 Pro) is a slalom skate for agile, quick manoeuvres. It has a proper rocker setup, making it perfect for slalom skating.",https://sportscenter.com.np/wp-content/uploads/2025/11/TE-800-1-600x600.png
Inline Skates,Inline Skates TIAN-E (TE-887) FREESTYLE,8000.0,8000.0,"For the first time in Nepal we seeNingbo Swan Sport Appliance Manufacturing Co., Ltd (Swan Skates)officially present in Nepal. Sports Center is the authorized dealer for Swan Skates in Nepal. Swan Skates’ frontier brand TIAN-E is now officially present in Nepal. Its major focus is on making skate shoes for recreational and freestyle use. Sports Center has exclusively introduced its range of TIAN-E Skates in Nepal for its skating enthusiasts.TIAN-E skates Freestyle is as the name suggests for freestyle. It has an inverse rocker setup making it perfect for freestyle slides.",https://sportscenter.com.np/wp-content/uploads/2025/11/TE-887-5-600x600.png
Inline Skates,Inline Skates TIAN-E FREESTYLE (FS-MS),10740.0,10740.0,"For the first time in Nepal we seeNingbo Swan Sport Appliance Manufacturing Co., Ltd (Swan Skates)officially present in Nepal. Sports Center is the authorized dealer for Swan Skates in Nepal. Swan Skates’ frontier brand TIAN-E is now officially present in Nepal. Its major focus is on making skate shoes for recreational and freestyle use. Sports Center has exclusively introduced its range of TIAN-E Skates in Nepal for its skating enthusiasts.Unleash your adventurous spirit with the Freestyle MS-FS. These skates invite you to explore the world on wheels, to feel freedom in every movement, and to discover new limits. With them, every street becomes a challenge and every obstacle an opportunity to push yourself. Dare to experience the thrill of freeskating",https://sportscenter.com.np/wp-content/uploads/2025/11/freestyle-FS-MS-600x600.png
Inline Skates,Roller Skates VIVA INLINE 100MM,15800.0,15800.0,"With the growing demand for good health and fitness, Vector X comes up with innovations each day. Whether it’s hardcore fitness or trying your hands on your favourite sport, Vector X is there for you. Vector X has taken it upon itself to make sure you are always young and fit.A part of Soccer International Pvt Ltd, a renowned sports good manufacturer with a reputation par excellence which has been exporting to different parts of the world, Vector X entered India in 1999 under the brand name Vector X.Vector X in Nepal was introduced in the year 2020. It soon rivalled other top-selling Sporting brands in the country and its presence is sure to stay for a long time in Nepal. Sports Center started the network for Vector X in Nepal and is going Strong in Nepal both in the Online and the offline channels.The Big Daddy of all inline skates. With big 100mm Mammoth PU wheels, it gives the skater a commanding stance and a huge presence. Recommended for leisure skating or for speed skating.",https://sportscenter.com.np/wp-content/uploads/2021/07/VIVA-SKATES-100MM-600x600.jpg
Inline Skates,Roller Skates VIVA INLINE 68MM,6430.0,6430.0,"With the growing demand for good health and fitness, Vector X comes up with innovations each day. Whether it’s hardcore fitness or trying your hands on your favourite sport, Vector X is there for you. Vector X has taken it upon itself to make sure you are always young and fit.A part of Soccer International Pvt Ltd, a renowned sports good manufacturer with a reputation par excellence which has been exporting to different parts of the world, Vector X entered India in 1999 under the brand name Vector X.Vector X in Nepal was introduced in the year 2020. It soon rivalled other top-selling Sporting brands in the country and its presence is sure to stay for a long time in Nepal. Sports Center started the network for Vector X in Nepal and is going Strong in Nepal both in the Online and the offline channels.Inline Skates are always fun and happy activities. They work you out and are really entertaining. The Inline Skates 68mm PVC Wheels are built robustly with an Aluminium Chassis. It is sure to last for a long period of time.",https://sportscenter.com.np/wp-content/uploads/2021/06/inline-skates-viva-68mm-5-1-600x600.jpg
Inline Skates,Roller Skates VIVA INLINE 80MM (EU 39-42),10560.0,10560.0,"With the growing demand for good health and fitness, Vector X comes up with innovations each day. Whether it’s hardcore fitness or trying your hands on your favourite sport, Vector X is there for you. Vector X has taken it upon itself to make sure you are always young and fit.A part of Soccer International Pvt Ltd, a renowned sports good manufacturer with a reputation par excellence which has been exporting to different parts of the world, Vector X entered India in 1999 under the brand name Vector X.Vector X in Nepal was introduced in the year 2020. It soon rivalled other top-selling Sporting brands in the country and its presence is sure to stay for a long time in Nepal. Sports Center started the network for Vector X in Nepal and is going Strong in Nepal both in the Online and the offline channels.Inline Skates are always fun and happy activities. They work you out and are really entertaining. The Inline Skates 80mm PU (Rubber) Wheels are built robustly with an Aluminium Chassis. It is sure to last for a long period of time.",https://sportscenter.com.np/wp-content/uploads/2021/07/viva-skates-80mm-6-600x600.jpg
Quad Skates,Roller Skates VIVA SONATA,3203.0,3203.0,"With the growing demand for good health and fitness, Vector X comes up with innovations each day. Whether it’s hardcore fitness or trying your hands on your favorite sport, Vector X is there for you. Vector X has taken it upon itself to make sure you are always young and fit.A part of Soccer International Pvt Ltd, a renowned sports goods manufacturer with a reputation par excellence that has been exporting to different parts of the world, Vector X entered India in 1999 under the brand name Vector X.",https://sportscenter.com.np/wp-content/uploads/2022/11/roller-skates-viva-sonata-600x600.jpg
Skateboard,Skate Board VIVA Stealth,3377.0,3377.0,"With the growing demand for good health and fitness, Vector X comes up with innovations each day. Whether it’s hardcore fitness or trying your hands on your favourite sport, Vector X is there for you. Vector X has taken it upon itself to make sure you are always young and fit.A part of Soccer International Pvt Ltd, a renowned sports good manufacturer with a reputation par excellence which has been exporting to different parts of the world, Vector X entered India in 1999 under the brand name Vector X.Vector X in Nepal was introduced in the year 2020. It soon rivalled other top-selling Sporting brands in the country and its presence is sure to stay for a long time in Nepal. Sports Center started the network for Vector X in Nepal and is going Strong in Nepal both in the Online and the offline channels.Stealth is a top tier pinnacle of Penny boards from Vector X. Made of fibre and PU wheels they are sturdy and see the time. Ideally for those enthusiasts who want robust quality and quality in the boards.",https://sportscenter.com.np/wp-content/uploads/2022/02/skate-board-stealth-600x600.jpg
Skateboard,Skateboard Vector X Furious 28″,2400.0,2400.0,"With the growing demand for good health and fitness, Vector X comes up with innovations each day. Whether it’s hardcore fitness or trying your hands on your favourite sport, Vector X is there for you. Vector X has taken it upon itself to make sure you are always young and fit.A part of Soccer International Pvt Ltd, a renowned sports good manufacturer with a reputation par excellence which has been exporting to different parts of the world, Vector X entered India in 1999 under the brand name Vector X.Vector X in Nepal was introduced in the year 2020. It soon rivalled other top-selling Sporting brands in the country and its presence is sure to stay for a long time in Nepal. Sports Center started the network for Vector X in Nepal and is going Strong in Nepal both in the Online and the offline channels.Furious Skateboard comes in 28″size. They come with PU wheels thus have more grip on the surface. Recommended for practice and for cool moves.",https://sportscenter.com.np/wp-content/uploads/2022/02/skate-board-furious-28-600x600.jpg
Skateboard,Skateboard Vector X Maple 31″,4160.0,4160.0,"With the growing demand for good health and fitness, Vector X comes up with innovations each day. Whether it’s hardcore fitness or trying your hands on your favourite sport, Vector X is there for you. Vector X has taken it upon itself to make sure you are always young and fit.A part of Soccer International Pvt Ltd, a renowned sports good manufacturer with a reputation par excellence which has been exporting to different parts of the world, Vector X entered India in 1999 under the brand name Vector X.Vector X in Nepal was introduced in the year 2020. It soon rivalled other top-selling Sporting brands in the country and its presence is sure to stay for a long time in Nepal. Sports Center started the network for Vector X in Nepal and is going Strong in Nepal both in the Online and the offline channels.Maple 31″ Skateboard is the Big Boy of skateboards. We recommend the board for serious enthusiasts who want to excel in their game.",https://sportscenter.com.np/wp-content/uploads/2022/02/skate-board-maple-31-600x600.jpg
Skateboard,Skateboard VIVA Passion,4800.0,4800.0,"With the growing demand for good health and fitness, Vector X comes up with innovations each day. Whether it’s hardcore fitness or trying your hands on your favorite sport, Vector X is there for you. Vector X has taken it upon itself to make sure you are always young and fit.A part of Soccer International Pvt Ltd, a renowned sports goods manufacturer with a reputation par excellence that has been exporting to different parts of the world, Vector X entered India in 1999 under the brand name Vector X.A premium range Badminton shoes in offer at a reasonable fair price.",https://sportscenter.com.np/wp-content/uploads/2022/11/viva-skateboard-flash-600x600.jpg
Skates Protective Gears,Knee Cap Vixen YOYO Padded,790.0,790.0,"Sports Center has been in Business with Bhalla Sports PVT Ltd since the start of the business. Vixen is a very well-perceived brand by Bhalla Sports PVT Ltd in Nepal. It’s a 50+ years company and is continuing the business. Vixen Sports sells all sorts of sporting goods from Football and indoor games to physical fitness items. It’s one company that has a wide variety of goods under its belt. Vixen brand has quality, is reasonably priced, and is a leader in innovative products that surpasses the expectation of the users.A resistance band that is in use for all fitness-level enthusiasts. Its Medium grade is ideal for your full-body workouts. Sports Center recommends the band for all fitness enthusiasts and especially for the mean group who want to work out in their homes and stay fit and healthy.YOYO Padded knee caps are for the grueling knee hits that you take while playing volleyball. You may wish to use it for break dance or any other active use so that your knees are protected.",https://sportscenter.com.np/wp-content/uploads/2022/12/knee-cap-padded-vixen-600x600.jpg
Skates Protective Gears,Skates Helmet Viva Turbo,660.0,660.0,"With the growing demand for good health and fitness, Vector X comes up with innovations each day. Whether it’s hardcore fitness or trying your hands on your favorite sport, Vector X is there for you. Vector X has taken it upon themselves to make sure you are always young and fit.A part of Soccer International Pvt Ltd, a renowned sports goods manufacturer with a reputation par excellence that has been exporting to different parts of the world, Vector X entered India in 1999 under the brand name Vector X.Vector X in Nepal was introduced in the year 2020. It soon rivaled other top-selling Sporting brands in the country and its presence is sure to stay for a long time in Nepal. Sports Center started the network for Vector X in Nepal and is going strong in Nepal both in the Online and the offline channels.Turbo is a functional hard-case skating/ cycling helmet that we offer for the kids. Its sturdy in built and will protect when in case.",https://sportscenter.com.np/wp-content/uploads/2022/11/Skating-Helmet-Turbo-600x600.jpg
Skates Protective Gears,Skates Protection Set Red Sun Super,1592.0,1592.0,"Sports Center has been in business with Sealand Traders of Meerut India with their Brand “Red Sun” since the start of our store more than 40 years back. Red Sun brand is a very well perceived brand in the country, especially with its weight plates, barbells, dumbbells, carrom boards to name a few. For its quality products Red Sun brand has been able to create good brand equity in the market. With its new introductions and innovative products being introduced in the market at reasonable rates Red Sun brand is here to stay in Nepal and fulfil at the needs of its growing customers.",https://sportscenter.com.np/wp-content/uploads/2025/01/SKATES-PROTECTOR-RED-SUN-CLUB-600x600.jpg
Skates Protective Gears,Skates Protector Set Red Sun,940.0,940.0,"Sports Center has been in business with Sealand Traders of Meerut India with their Brand “Red Sun” since the start of our store more than 40 years back. Red Sun brand is a very well-perceived brand in the country, especially with its weight plates, barbells, dumbbells, and carrom boards to name a few. For its quality products, the Red Sun brand has been able to create good brand equity in the market. With its new introductions and innovative products being introduced in the market at reasonable rates Red Sun brand is here to stay in Nepal and fulfill the needs of its growing customers.The Skates Protector set includes an all-in-one protection shield for the juniors that will save when in an accident. Recommended for kids age 6 to 10 years.",https://sportscenter.com.np/wp-content/uploads/2022/12/Skates-protector-1-600x600.jpg
Skates Protective Gears,Skates Protector VIVA Fitness 4 in 1,1592.0,1510.0,"With the growing demand of good health and fitness, Vector X comes up with innovations each day. Whether it’s hard core fitness or trying your hands on your favorite sport, Vector X is there for you. Vector X has taken upon themselves to make sure you are always young and fit.A part of Soccer International Pvt ltd , a renowned sports good manufacturer with a reputation par excellence which has been exporting to different parts of the world,  Vector X entered India in 1999 under the brand name Vector X.Vector X in Nepal was introduced in the year 2020. It soon rivaled other top selling Sporting brands in the country and its presence is sure to stay for a long time in Nepal. Sports Center started the network for Vector X in Nepal and is going Strong in Nepal both in the Online and the offline channels.VIVA Fitness is part of the Vector X Brand. A skates protector is a must. Better be safe than have regrets later on. Sports Center recommends the skates protector for all skates lovers and its users.",https://sportscenter.com.np/wp-content/uploads/2020/12/skates-protector-4-in-1-5-600x600.jpg
Skates Protective Gears,Skating Helmet BALBRO,400.0,400.0,Balbro has been one of the most reputed brands in India for manufacturing sporting goods. They produce a wide array of sporting goods that cover almost all sports.The budget skating helmets are made of PVC and Synthetic mix. They are ideal for skating and cycling. Designed for kids and youths.,https://sportscenter.com.np/wp-content/uploads/2021/06/skating-helmet-balbro-1-1-600x600.jpg
Accessories,Football String Bag Jujulani,400.0,400.0,Jujulani is a dream realized in Nepal by Team Sports Center. Jujulani offers products that meet the say of the sporting enthusiast. A new start and a long way to go in the Nepalese Sporting goods industry.,https://sportscenter.com.np/wp-content/uploads/2023/08/string-bag-1-600x600.jpg
Accessories,Swimming Antifog Spray Jujulani,825.0,825.0,Jujulani is a dream realized in Nepal by Team Sports Center. Jujulani offers products that meet the say of the sporting enthusiast. A new start and a long way to go in the Nepalese Sporting goods industry.,https://sportscenter.com.np/wp-content/uploads/2023/08/antifog-spray-600x600.jpg
Accessories,Swimming Aqua Floating Belt VIVA,2226.0,2226.0,"With the growing demand for good health and fitness, Vector X comes up with innovations each day. Whether it’s hardcore fitness or trying your hands on your favourite sport, Vector X is there for you. Vector X has taken it upon itself to make sure you are always young and fit.A part of Soccer International Pvt Ltd, a renowned sports good manufacturer with a reputation par excellence which has been exporting to different parts of the world, Vector X entered India in 1999 under the brand name Vector X.Vector X in Nepal was introduced in the year 2020. It soon rivalled other top-selling Sporting brands in the country and its presence is sure to stay for a long time in Nepal. Sports Center started the network for Vector X in Nepal and is going Strong in Nepal both in the Online and the offline channels.The Aqua Belt is our new introduction to the Nepalese market. Aquatic Float belts are used for Aqua aerobics and fitness training on the water as well as for helping learners learn how to swim. Even the swimmers use the aquatic belt for mastering their techniques and strokes.",https://sportscenter.com.np/wp-content/uploads/2021/07/Aqua-Belt-3-600x600.jpg
Accessories,Swimming Aquatic Resistance Plane VIVA DUMBBELLS SSW-10,1153.0,1153.0,"With the growing demand for good health and fitness, Vector X comes up with innovations each day. Whether it’s hardcore fitness or trying your hands on your favourite sport, Vector X is there for you. Vector X has taken it upon itself to make sure you are always young and fit.A part of Soccer International Pvt Ltd, a renowned sports good manufacturer with a reputation par excellence which has been exporting to different parts of the world, Vector X entered India in 1999 under the brand name Vector X.Vector X in Nepal was introduced in the year 2020. It soon rivalled other top-selling Sporting brands in the country and its presence is sure to stay for a long time in Nepal. Sports Center started the network for Vector X in Nepal and is going Strong in Nepal both in the Online and the offline channels.Swimming Aquatic Resistance Plane is an Aquatic Fitness Equipment designed to develop and build strong upper body strength. The plane resists your strokes and thus you need to exert more force from your upper body to complete a stroke. This is fitness as well as a swimming training tool that is used to develop stronger strokes in swimmers at a competitive level.An excellent accessory, designed to be used in a very wide range of exercises. Made from the highest-quality, dense EVA foam, the disks have superb buoyancy and guarantee optimal comfort for the user. Additionally, the disks are small in size, light and very durable making them very easy to transport and guaranteeing their long life. They are a perfect choice for those, who want to improve their coordination and upper body strength, without putting unnecessary strain on the spine.Sports Center recommends the resistance plane for use as Aquatic Fitness equipment or as a training tool by competitive level swimmers as well.",https://sportscenter.com.np/wp-content/uploads/2021/07/SWIMMING-AQUATIC-RESISTANCE-PLANE-2-600x600.jpg
Accessories,Swimming Cap Jujulani Juvenile,450.0,450.0,Jujulani is a dream realized in Nepal by Team Sports Center. Jujulani offers products that meet the say of the sporting enthusiast. A new start and a long way to go in the Nepalese Sporting goods industry.,https://sportscenter.com.np/wp-content/uploads/2023/08/CAP-junior-panda-600x600.jpg
Accessories,Swimming Cap Jujulani Matrix,700.0,700.0,Jujulani is a dream realized in Nepal by Team Sports Center. Jujulani offers products that meet the say of the sporting enthusiast. A new start and a long way to go in the Nepalese Sporting goods industry.,https://sportscenter.com.np/wp-content/uploads/2023/08/Cap-1202-1-600x600.jpg
Accessories,Swimming Cap Viva Zip Pouch,355.0,355.0,"With the growing demand for good health and fitness, Vector X comes up with innovations each day. Whether it’s hardcore fitness or trying your hands on your favorite sport, Vector X is there for you. Vector X has taken it upon itself to make sure you are always young and fit.A part of Soccer International Pvt Ltd, a renowned sports goods manufacturer with a reputation par excellence that has been exporting to different parts of the world, Vector X entered India in 1999 under the brand name Vector X.",https://sportscenter.com.np/wp-content/uploads/2022/11/swimming-cap-viva-600x600.jpg
Accessories,Swimming Ear Plugs Jujulani Aura,250.0,250.0,Jujulani is a dream realized in Nepal by Team Sports Center. Jujulani offers products that meet the say of the sporting enthusiast. A new start and a long way to go in the Nepalese Sporting goods industry.,https://sportscenter.com.np/wp-content/uploads/2023/08/Ear-plugs-NE003-4-600x600.jpg
Accessories,Swimming Ear Plugs Jujulani Hush,355.0,355.0,Jujulani is a dream realized in Nepal by Team Sports Center. Jujulani offers products that meet the say of the sporting enthusiast. A new start and a long way to go in the Nepalese Sporting goods industry.,https://sportscenter.com.np/wp-content/uploads/2023/08/Ear-plugs-NE001-4-600x600.jpg
Accessories,Swimming Ear Plugs Jujulani Poised,300.0,300.0,Jujulani is a dream realized in Nepal by Team Sports Center. Jujulani offers products that meet the say of the sporting enthusiast. A new start and a long way to go in the Nepalese Sporting goods industry.,https://sportscenter.com.np/wp-content/uploads/2023/08/Ear-plugs-NE005-2-600x600.jpg
Accessories,Swimming Ear Plugs VIVA EP 05,280.0,280.0,"With the growing demand for good health and fitness, Vector X comes up with innovations each day. Whether it’s hardcore fitness or trying your hands on your favourite sport, Vector X is there for you. Vector X has taken it upon itself to make sure you are always young and fit.A part of Soccer International Pvt Ltd, a renowned sports good manufacturer with a reputation par excellence which has been exporting to different parts of the world, Vector X entered India in 1999 under the brand name Vector X.Vector X in Nepal was introduced in the year 2020. It soon rivalled other top-selling Sporting brands in the country and its presence is sure to stay for a long time in Nepal. Sports Center started the network for Vector X in Nepal and is going Strong in Nepal both in the Online and the offline channels.Soft Feel and very comforting to the ears. Does the job that it’s supposed to do. Ideal for swimming training and competition use.",https://sportscenter.com.np/wp-content/uploads/2021/07/EAR-PLUG-EP-05-1-600x600.jpg
Accessories,Swimming Ear Plugs VIVA EP 08,280.0,280.0,"With the growing demand for good health and fitness, Vector X comes up with innovations each day. Whether it’s hardcore fitness or trying your hands on your favourite sport, Vector X is there for you. Vector X has taken it upon itself to make sure you are always young and fit.A part of Soccer International Pvt Ltd, a renowned sports good manufacturer with a reputation par excellence which has been exporting to different parts of the world, Vector X entered India in 1999 under the brand name Vector X.Vector X in Nepal was introduced in the year 2020. It soon rivalled other top-selling Sporting brands in the country and its presence is sure to stay for a long time in Nepal. Sports Center started the network for Vector X in Nepal and is going Strong in Nepal both in the Online and the offline channels.Soft Feel and very comforting to the ears. Does the job that it’s supposed to do. Ideal for swimming training and competition use.",https://sportscenter.com.np/wp-content/uploads/2021/07/SWIMMING-GOGGLES-VIVA-70-1-600x600.jpg
Accessories,Swimming Ear Plugs VIVA EP 10,280.0,280.0,"With the growing demand for good health and fitness, Vector X comes up with innovations each day. Whether it’s hardcore fitness or trying your hands on your favourite sport, Vector X is there for you. Vector X has taken it upon itself to make sure you are always young and fit.A part of Soccer International Pvt Ltd, a renowned sports good manufacturer with a reputation par excellence which has been exporting to different parts of the world, Vector X entered India in 1999 under the brand name Vector X.Vector X in Nepal was introduced in the year 2020. It soon rivalled other top-selling Sporting brands in the country and its presence is sure to stay for a long time in Nepal. Sports Center started the network for Vector X in Nepal and is going Strong in Nepal both in the Online and the offline channels.Soft Feel and very comforting to the ears. Does the job that it’s supposed to do. Ideal for swimming training and competition use.",https://sportscenter.com.np/wp-content/uploads/2021/07/EAR-PLUG-EP-10-600x600.jpg
Accessories,Swimming Flipper Fins VIVA Training TF-100,2822.0,2822.0,"With the growing demand for good health and fitness, Vector X comes up with innovations each day. Whether it’s hardcore fitness or trying your hands on your favourite sport, Vector X is there for you. Vector X has taken it upon itself to make sure you are always young and fit.A part of Soccer International Pvt Ltd, a renowned sports good manufacturer with a reputation par excellence which has been exporting to different parts of the world, Vector X entered India in 1999 under the brand name Vector X.Vector X in Nepal was introduced in the year 2020. It soon rivalled other top-selling Sporting brands in the country and its presence is sure to stay for a long time in Nepal. Sports Center started the network for Vector X in Nepal and is going strong in Nepal both in the Online and the offline channels.After our effort to make things happen with the company we are finally able to serve our customers with the training flipper fins.",https://sportscenter.com.np/wp-content/uploads/2022/10/Swimming-flipper-viva-600x600.jpg
Accessories,Swimming Flipper Jujulani Tramp AF 680,3800.0,3800.0,Jujulani is a dream realized in Nepal by Team Sports Center. Jujulani offers products that meets the say of the sporting enthusiast. A new start and a long way to go in the Nepalese Sporting goods industry.Tramp is made of silicon and plastic fused together to give the most efficient strokes while in the water. Sports Center recommends the use of flipper for training and leisure use.,https://sportscenter.com.np/wp-content/uploads/2023/08/flipper-AF-608-2-600x600.jpg
Accessories,Swimming Goggles Arena Air Speed,8095.0,8095.0,"The arena brand was created by sports visionary Horst Dassler, son of the Adidas founder and President of Adidas France. During the 1972 Munich Summer Games, Dassler was on the pool deck when Mark Spitz won his historic 7 gold medals.Dassler, along with the rest of the world, found himself in awe because not only was Spitz the first athlete to win 7 golds in one Olympiad, but at the same time he set 7 new world records. Dassler immediately started forming plans for a swimwear company dedicated to aquatic sports and created the new performance swimwear brand known today as arena.Arena’s newest addition in goggles. The innovative honeycomb air seals are designed to compress and adapt to your face, distributing the pressure only where needed, for a super light feeling. Cool and hydrodynamic design for the best performance.3 piece adjustable nose bridges: If goggles aren’t fitting correctly, try changing out the adjustable nose bridge for better fit and lens gasket placement.– arena’s No Leak, No Fog, Max Comfort technology.– Dual adjustable silicone strap.– Constructed from ultra-premium Japanese TPE.",https://sportscenter.com.np/wp-content/uploads/2024/10/Arena-Air-speed-600x600.jpg
Accessories,Swimming Goggles Arena Cobra Ultra Swipe Race Mirror,14770.0,14770.0,"The arena brand was created by sports visionary Horst Dassler, son of the Adidas founder and President of Adidas France. During the 1972 Munich Summer Games, Dassler was on the pool deck when Mark Spitz won his historic 7 gold medals.Dassler, along with the rest of the world, found himself in awe because not only was Spitz the first athlete to win 7 golds in one Olympiad, but at the same time he set 7 new world records. Dassler immediately started forming plans for a swimwear company dedicated to aquatic sports and created the new performance swimwear brand known today as arena.Arena Cobra Ultra Swipe is a speed-optimized swimming goggle ideal for competitive athletes. Chosen by many top athletes, it combines iconic design with groundbreaking Swipe anti-fog technology, with a semi-rigid frame for maximum fit, making this goggle legendary in the swimming world.",https://sportscenter.com.np/wp-content/uploads/2025/10/arena-cobra-ultra-600x600.jpg
Accessories,Swimming Goggles Arena UOVO RE: NON Mirror,13200.0,13200.0,"The arena brand was created by sports visionary Horst Dassler, son of the Adidas founder and President of Adidas France. During the 1972 Munich Summer Games, Dassler was on the pool deck when Mark Spitz won his historic 7 gold medals.Dassler, along with the rest of the world, found himself in awe because not only was Spitz the first athlete to win 7 golds in one Olympiad, but at the same time he set 7 new world records. Dassler immediately started forming plans for a swimwear company dedicated to aquatic sports and created the new performance swimwear brand known today as arena.",https://sportscenter.com.np/wp-content/uploads/2025/10/arena-re_non-mirrored-600x600.jpg
Accessories,Swimming Goggles Arena UOVO RE:NON,11100.0,11100.0,"The arena brand was created by sports visionary Horst Dassler, son of the Adidas founder and President of Adidas France. During the 1972 Munich Summer Games, Dassler was on the pool deck when Mark Spitz won his historic 7 gold medals.Dassler, along with the rest of the world, found himself in awe because not only was Spitz the first athlete to win 7 golds in one Olympiad, but at the same time he set 7 new world records. Dassler immediately started forming plans for a swimwear company dedicated to aquatic sports and created the new performance swimwear brand known today as arena.",https://sportscenter.com.np/wp-content/uploads/2025/10/arena-re_non-600x600.jpg
Accessories,Swimming Goggles Jujulani Fluid,1560.0,1560.0,Jujulani is a dream realized in Nepal by Team Sports Center. Jujulani offers products that meet the say of the sporting enthusiast. A new start and a long way to go in the Nepalese Sporting goods industry.,https://sportscenter.com.np/wp-content/uploads/2023/08/XF005-Red-2-600x600.jpg
Accessories,Swimming Goggles Jujulani GHOST,2477.0,2477.0,Jujulani is a dream realized in Nepal by Team Sports Center. Jujulani offers products that meet the say of the sporting enthusiast. A new start and a long way to go in the Nepalese Sporting goods industry.,https://sportscenter.com.np/wp-content/uploads/2023/08/CF-15002-2-600x600.jpg
Accessories,Swimming Goggles Jujulani ICON,1385.0,1385.0,Jujulani is a dream realized in Nepal by Team Sports Center. Jujulani offers products that meet the say of the sporting enthusiast. A new start and a long way to go in the Nepalese Sporting goods industry.,https://sportscenter.com.np/wp-content/uploads/2023/08/YL-400-2-600x600.jpg
Accessories,Swimming Goggles Jujulani Joker,880.0,880.0,Jujulani is a dream realized in Nepal by Team Sports Center. Jujulani offers products that meet the say of the sporting enthusiast. A new start and a long way to go in the Nepalese Sporting goods industry.,https://sportscenter.com.np/wp-content/uploads/2023/08/YL-1400-6-600x600.jpg
Accessories,Swimming Goggles Jujulani Marine,1440.0,1440.0,Jujulani is a dream realized in Nepal by Team Sports Center. Jujulani offers products that meet the say of the sporting enthusiast. A new start and a long way to go in the Nepalese Sporting goods industry.,https://sportscenter.com.np/wp-content/uploads/2023/08/XF-003-4-600x600.jpg
Accessories,Swimming Goggles Jujulani Masquerade,2060.0,2060.0,Jujulani is a dream realized in Nepal by Team Sports Center. Jujulani offers products that meet the say of the sporting enthusiast. A new start and a long way to go in the Nepalese Sporting goods industry.,https://sportscenter.com.np/wp-content/uploads/2023/08/XF-006-Silver-tint-4-600x600.jpg
Accessories,Swimming Goggles Jujulani Pace,1250.0,1250.0,Jujulani is a dream realized in Nepal by Team Sports Center. Jujulani offers products that meet the say of the sporting enthusiast. A new start and a long way to go in the Nepalese Sporting goods industry.,https://sportscenter.com.np/wp-content/uploads/2023/08/XF005-green-2-600x600.jpg
Accessories,Swimming Goggles Jujulani Race Series Blade,1655.0,1655.0,Jujulani is a dream realized in Nepal by Team Sports Center. Jujulani offers products that meet the say of the sporting enthusiast. A new start and a long way to go in the Nepalese Sporting goods industry.,https://sportscenter.com.np/wp-content/uploads/2023/08/YL-100-600x600.jpg
Accessories,Swimming Goggles Jujulani Race Series Hurtle,1820.0,1820.0,Jujulani is a dream realized in Nepal by Team Sports Center. Jujulani offers products that meet the say of the sporting enthusiast. A new start and a long way to go in the Nepalese Sporting goods industry.,https://sportscenter.com.np/wp-content/uploads/2023/08/YL-200-2-600x600.jpg
Accessories,Swimming Goggles Jujulani Race Series Speed,2110.0,2110.0,Jujulani is a dream realized in Nepal by Team Sports Center. Jujulani offers products that meet the say of the sporting enthusiast. A new start and a long way to go in the Nepalese Sporting goods industry.,https://sportscenter.com.np/wp-content/uploads/2023/08/YL-300-7-600x600.jpg
Accessories,Swimming Goggles Jujulani Spectre,1525.0,1525.0,Jujulani is a dream realized in Nepal by Team Sports Center. Jujulani offers products that meet the say of the sporting enthusiast. A new start and a long way to go in the Nepalese Sporting goods industry.,https://sportscenter.com.np/wp-content/uploads/2023/08/YL-600-4-600x600.jpg
Accessories,Swimming Goggles Jujulani Steed,990.0,990.0,Jujulani is a dream realized in Nepal by Team Sports Center. Jujulani offers products that meet the say of the sporting enthusiast. A new start and a long way to go in the Nepalese Sporting goods industry.,https://sportscenter.com.np/wp-content/uploads/2023/08/YL-1100-1-600x600.jpg
Accessories,Swimming Goggles Jujulani Wraith,1850.0,1850.0,Jujulani is a dream realized in Nepal by Team Sports Center. Jujulani offers products that meet the say of the sporting enthusiast. A new start and a long way to go in the Nepalese Sporting goods industry.,https://sportscenter.com.np/wp-content/uploads/2023/08/XF-006-Black-600x600.jpg
