Category,Name,Marked Price,Min Discounted Price,Description,Image URLs
Bats,Cricket Bat English Willow TON SUPREME,20760.0,20760.0,"Sareen Sports Industries was started in the year 1969 by Mr. N.K. Sareen under the inspiration of his father Mr. M.L. Sareen, Sareen Sports Industries entered in the Indian market with a great hard work and dedication to launch their registered Trade-Mark SS SUNRIDGES in the year 1976. The company started export of cricket bats in 1979 to UK and Australia. Sareen Sports Industries manufacturers quality cricket equipment’s for meeting the requirements of national and international markets. The company also added on the production of Cricket Balls and Soft Leather Protective Equipment’s under the flagship of “SS SUNRIDGES” in the year 1985. The highest test runs scored by V.V.S. Laxman 281 and now 309 by Virender Sehwag at Multan in Pakistan are by the Cricket Bat SS TON.The TON SUPREME is a bat ahead of the rest. Its thick edge profile, great pick up, straight grains make it the tastiest candy in the candy store. Sports Center recommends the bat for intermediate level players ideally for tournament use.",https://sportscenter.com.np/wp-content/uploads/2020/12/EW-TON-SUPREME-4-600x600.jpg
Bats,Cricket Bat English Willow TON VERTU,23303.0,23303.0,"Sareen Sports Industries was started in the year 1969 by Mr. N.K. Sareen under the inspiration of his father Mr. M.L. Sareen, Sareen Sports Industries entered in the Indian market with a great hard work and dedication to launch their registered Trade-Mark SS SUNRIDGES in the year 1976. The company started export of cricket bats in 1979 to UK and Australia. Sareen Sports Industries manufacturers quality cricket equipment’s for meeting the requirements of national and international markets. The company also added on the production of Cricket Balls and Soft Leather Protective Equipment’s under the flagship of “SS SUNRIDGES” in the year 1985. The highest test runs scored by V.V.S. Laxman 281 and now 309 by Virender Sehwag at Multan in Pakistan are by the Cricket Bat SS TON.The TON VERTU is a premium offering by brand TON. Vertu’s better than competing brands offering in terms of better balance, good ping, thick edge and overall a more likable profile. Sports Center recommends the bat for professionals in the game for use in matches.",https://sportscenter.com.np/wp-content/uploads/2020/12/EW-TON-VERTU-4-600x600.jpg
Bats,Cricket Bat Kashmir Willow SG Boundary Classic,4811.0,4811.0,"Sanspareils Greenlands (SG) is world’s largest and most trusted cricket equipment company. The company was established in pre-independent India in 1931 by two brothers Kedar Nath Anand & Dwarka Nath Anand. It started primarily as an export intensive manufacturing unit. In the 70’s, Sunil Gavaskar became SG’s brand ambassador, and the rest is history as they say. SG has evolved into robust manufacturing company that churns out every item related to the game of cricket from English Willow & Kashmir Willow Cricket Bats, Hand-Stitched Leather Balls, Protective Equipment, Cricket Whites, Kit bags to all types of Cricket Footwear and Accessories.Boundary Classic Cricket Bat is Kashmir willow Legend. Made of Hard wood characteristics the bat is a hard wood and very high on durability.",https://sportscenter.com.np/wp-content/uploads/2021/11/SG-Boundary-Classic-3-600x600.jpg
Bats,Cricket Bat Kashmir Willow SG BOUNDARY XTREME,4750.0,4750.0,"Sanspareils Greenlands (SG) is world’s largest and most trusted cricket equipment company. The company was established in pre-independent India in 1931 by two brothers Kedar Nath Anand & Dwarka Nath Anand.  It started primarily as an export intensive manufacturing unit. In the 70’s, Sunil Gavaskar became SG’s brand ambassador, and the rest is history as they say.  SG has evolved into robust manufacturing company that churns out every item related to the game of cricket from English Willow & Kashmir Willow Cricket Bats, Hand-Stitched Leather Balls, Protective Equipment, Cricket Whites, Kit bags to all types of Cricket Footwear and Accessories.Boundary Xtreme with its classic blue color is inseparable. The all rounding mid range cricket bat is a mix of all. Liked by all and preferred by the best, Sports Center recommends the bat for intermediate level players who are looking for an overall package.",https://sportscenter.com.np/wp-content/uploads/2020/12/BOundary-xtreme-1-1-600x600.jpg
Bats,Cricket Bat Kashmir Willow SG COBRA GOLD,5667.0,5667.0,"Sanspareils Greenlands (SG) is world’s largest and most trusted cricket equipment company. The company was established in pre-independent India in 1931 by two brothers Kedar Nath Anand & Dwarka Nath Anand.  It started primarily as an export intensive manufacturing unit. In the 70’s, Sunil Gavaskar became SG’s brand ambassador, and the rest is history as they say.  SG has evolved into robust manufacturing company that churns out every item related to the game of cricket from English Willow & Kashmir Willow Cricket Bats, Hand-Stitched Leather Balls, Protective Equipment, Cricket Whites, Kit bags to all types of Cricket Footwear and Accessories.Cobra Gold is the best offering of SG in its Kashmir willow range. Its grade 1 Kashmir willow offers full clean grains, big sweet spot, elongated spine and perfect weight balance with the ping. Sports Center recommends the bat for advanced level players ideally for trainings and match uses.",https://sportscenter.com.np/wp-content/uploads/2020/12/cobra-gold-3-600x600.jpg
Bats,Cricket Bat Kashmir Willow SG HP Plus,7998.0,7998.0,"SG Cricket was founded in 1931. Since its history of operation, it has been exporting Cricket Goods all over the world.HP Plus series of Kashmir willow bats have been made considering the attributes of how Hardik Pandya likes his bats being made. This is the best Kashmir willow cricket bat that you can find in the market.Sports Center recommends the HP Plus kashmir willow bats for the big hitters, who wish to go big and nothing less than a six. Ideally to make the big shots in T20 cricket.",https://sportscenter.com.np/wp-content/uploads/2020/12/acetech-5-1-600x600.jpg
Bats,Cricket Bat Kashmir Willow SG HP Spark,3999.0,3999.0,"Sanspareils Greenlands (SG) is the world’s largest and most trusted cricket equipment company. The company was established in pre-independent India in 1931 by two brothers Kedar Nath Anand & Dwarka Nath Anand. It started primarily as an export intensive manufacturing unit. In the ’70s, Sunil Gavaskar became SG’s brand ambassador, and the rest is history as they say. SG has evolved into a robust manufacturing company that churns out every item related to the game of cricket from English Willow & Kashmir Willow Cricket Bats, Hand-Stitched Leather Balls, Protective Equipment, Cricket Whites, Kit bags to all types of Cricket Footwear and Accessories.HP Spark Kashmir willow bat is a fine bat with new looks and stickering. Ideal for practice use and leisure play. Tested for play with a leather ball.",https://sportscenter.com.np/wp-content/uploads/2021/11/SG-HP-Spark-600x600.jpg
Bats,Cricket Bat Kashmir Willow SG KLR Plus,6398.0,6398.0,"SG Cricket was founded in 1931. Since its history of operation, it has been exporting Cricket Goods all over the world.The KLR Series bat is launched after the Indian Skipper KL Rahul. It depicts the DNA and style of KL Rahul bat.This particular bat KLR Plus is the best Kashmir Willow Bat in the market. Every single piece is handpicked and crafted to perfection. Very much limited in production, we Sports Center the Authorized Dealer for SG Cricket in Nepal also had to make grat calls to introduce the bat in Nepal.",https://sportscenter.com.np/wp-content/uploads/2020/11/klr-plusz-1-600x600.jpg
Bats,Cricket Bat Kashmir Willow SG KLR Spark,3519.0,3519.0,"Sanspareils Greenlands (SG) is the world’s largest and most trusted cricket equipment company. The company was established in pre-independent India in 1931 by two brothers Kedar Nath Anand & Dwarka Nath Anand. It started primarily as an export intensive manufacturing unit. In the ’70s, Sunil Gavaskar became SG’s brand ambassador, and the rest is history as they say. SG has evolved into a robust manufacturing company that churns out every item related to the game of cricket from English Willow & Kashmir Willow Cricket Bats, Hand-Stitched Leather Balls, Protective Equipment, Cricket Whites, Kit bags to all types of Cricket Footwear and Accessories.KLR Spark Kashmir willow bat is a fine bat with new looks and stickering. Ideal for practice use and leisure play. Tested for play with a leather ball.Holding the pedigree of KL Rahul the bat is a bang for the buck. It is recommended for the intermediate level players ideally for training uses and for light match uses.",https://sportscenter.com.np/wp-content/uploads/2021/11/SG-KLR-Spark-3-600x600.jpg
Bats,Cricket Bat Kashmir Willow SG Max Cover,3160.0,2945.0,"SG Cricket was founded in 1931. Since its history of operation, it has been exporting Cricket Goods all over the world.This Max Cover Kashmir willow bat is for the beginner learners and intermediate level players who wish to advance their game.A Kashmir willow bat very well capable for Nets sessions and academy use with a Deuce Ball.",https://sportscenter.com.np/wp-content/uploads/2020/12/max-cover-1-600x600.jpg
Bats,Cricket Bat Kashmir Willow SG Nexus Plus,4008.0,2725.0,"Sanspareils Greenlands (SG) is world’s largest and most trusted cricket equipment company. The company was established in pre-independent India in 1931 by two brothers Kedar Nath Anand & Dwarka Nath Anand.  It started primarily as an export intensive manufacturing unit. In the 70’s, Sunil Gavaskar became SG’s brand ambassador, and the rest is history as they say.  SG has evolved into robust manufacturing company that churns out every item related to the game of cricket from English Willow & Kashmir Willow Cricket Bats, Hand-Stitched Leather Balls, Protective Equipment, Cricket Whites, Kit bags to all types of Cricket Footwear and Accessories.Nexus Plus is a hard wood cricket bat. Very easy to knock and oil and darker on the tone as well. The bat is on the heavier side. Ideally for big players who dont mind  extra grams. Sports Center recommends the Nexus Plus bats for players who are big who do not mind heavy weight bats. Ideally for use in net sessions and light tournament uses.",https://sportscenter.com.np/wp-content/uploads/2020/12/nexus-plus-3-600x600.jpg
Bats,Cricket Bat Kashmir Willow SG PHOENIX XTREME,3679.0,3679.0,"Sanspareils Greenlands (SG) is world’s largest and most trusted cricket equipment company. The company was established in pre-independent India in 1931 by two brothers Kedar Nath Anand & Dwarka Nath Anand.  It started primarily as an export intensive manufacturing unit. In the 70’s, Sunil Gavaskar became SG’s brand ambassador, and the rest is history as they say.  SG has evolved into robust manufacturing company that churns out every item related to the game of cricket from English Willow & Kashmir Willow Cricket Bats, Hand-Stitched Leather Balls, Protective Equipment, Cricket Whites, Kit bags to all types of Cricket Footwear and Accessories.The Pheonix Xtreme cricket bat from SG sells. Its economical pricing and sleek look makes it a hit in our store. Sports Center recommends the bats for net sessions and practices or for casual gully cricket play as well.",https://sportscenter.com.np/wp-content/uploads/2020/12/Phoenix-xtreme-bat-3-600x600.jpg
Bats,Cricket Bat Kashmir Willow SG Roar Spark,3999.0,3999.0,"Sanspareils Greenlands (SG) is the world’s largest and most trusted cricket equipment company. The company was established in pre-independent India in 1931 by two brothers Kedar Nath Anand & Dwarka Nath Anand. It started primarily as an export intensive manufacturing unit. In the ’70s, Sunil Gavaskar became SG’s brand ambassador, and the rest is history as they say. SG has evolved into a robust manufacturing company that churns out every item related to the game of cricket from English Willow & Kashmir Willow Cricket Bats, Hand-Stitched Leather Balls, Protective Equipment, Cricket Whites, Kit bags to all types of Cricket Footwear and Accessories.Roar Spark is a new release Kashmir Willow Bat from SG. Ideal for training and light match uses.",https://sportscenter.com.np/wp-content/uploads/2021/11/SG-Roar-Spark-600x600.jpg
Bats,Cricket Bat Kashmir Willow SG RSD Plus,4268.0,4268.0,"Sanspareils Greenlands (SG) is world’s largest and most trusted cricket equipment company. The company was established in pre-independent India in 1931 by two brothers Kedar Nath Anand & Dwarka Nath Anand.  It started primarily as an export intensive manufacturing unit. In the 70’s, Sunil Gavaskar became SG’s brand ambassador, and the rest is history as they say.  SG has evolved into robust manufacturing company that churns out every item related to the game of cricket from English Willow & Kashmir Willow Cricket Bats, Hand-Stitched Leather Balls, Protective Equipment, Cricket Whites, Kit bags to all types of Cricket Footwear and Accessories.The RSD Plus range of Kashmir Willow Cricket bats have a history with young and early level players. They will speak good of the model as its value for money and the quality is more than what you pay for. Sports Center recommends this bat for the intermediate level players who are looking for quality and overall a bat that is good and will not go wrong.",https://sportscenter.com.np/wp-content/uploads/2020/12/RSD-Plus-3-600x600.jpg
Bats,Cricket Bat Kashmir Willow SG RSD SPARK,3497.0,3497.0,"Sanspareils Greenlands (SG) is world’s largest and most trusted cricket equipment company. The company was established in pre-independent India in 1931 by two brothers Kedar Nath Anand & Dwarka Nath Anand.  It started primarily as an export intensive manufacturing unit. In the 70’s, Sunil Gavaskar became SG’s brand ambassador, and the rest is history as they say.  SG has evolved into robust manufacturing company that churns out every item related to the game of cricket from English Willow & Kashmir Willow Cricket Bats, Hand-Stitched Leather Balls, Protective Equipment, Cricket Whites, Kit bags to all types of Cricket Footwear and Accessories.RSD Spark is love at first sight. Players love the look and the balance of the bat. Sports Center recommends the bat for net session practices and casual plays.",https://sportscenter.com.np/wp-content/uploads/2020/12/RSD-Spark-3-600x600.jpg
Bats,Cricket Bat Kashmir Willow SG RSD Spark Size 5,2562.0,2562.0,"SG Cricket was founded in 1931. Since its history of operation, it has been exporting Cricket Goods all over the world.Its one of a kind Pro Face Shield prevents bat cracks and chips on the face and edges.RSD Spark is the entry-level cricket Bat that Sports Center recommends for beginners who are getting started in Cricket.",https://sportscenter.com.np/wp-content/uploads/2020/11/RSD-Spark-3-600x600.jpg
Bats,Cricket Bat Kashmir Willow SG SAVAGE PLUS,4268.0,2921.0,"SG Cricket was founded in 1931. Since its history of operation, it has been exporting Cricket Goods all over the world.Savage Series bat has a distinctive Camo Sticker styles. Ideally positioned for the hard hitters who do not think twice to go full send.Sports Center recommends this bat for the attack style players and who do not mind a little bit of heavyweight packed on their bats.",https://sportscenter.com.np/wp-content/uploads/2020/11/savage-plus-3-600x600.jpg
Bats,Cricket Bat Kashmir Willow SG Scorer Classic,3323.0,3323.0,"SG Cricket was founded in 1931. Since its history of operation, it has been exporting Cricket Goods all over the world.SG brings back its pedigree to the stable. Its their retro range of cricket bats brought back to life.Sports Center recommends the Scorer Classic Kashmir Willow Bats for beginners level players who wish to feel they belong to the field of Cricket.",https://sportscenter.com.np/wp-content/uploads/2020/12/scorer-classic-600x600.jpg
Bats,Cricket Bat Kashmir Willow SG SIERRA PLUS,3311.0,2639.0,"SG Cricket was founded in 1931. Since its history of operation, it has been exporting Cricket Goods all over the world. Sierra Plus is an economic range model from SG. But do not confuse it with the rest, its every bit SG in its DNA. Very highly sold and much loved cricket bat, Sports Center recommends it for light deuce ball use and gully cricket.",https://sportscenter.com.np/wp-content/uploads/2020/12/sierra-plus-2-1-600x600.jpg
Bats,Cricket Bat Kashmir Willow SG Strokewell Classic,5059.0,5059.0,"SG Cricket was founded in 1931. Since its history of operation, it has been exporting Cricket Goods all over the world. Strokewell classic is a black sheep range model from SG. But do not confuse it with the rest, it’s every bit SG in its DNA. A hardwood very much loved cricket bat, Sports Center recommends it for hard training and match uses.",https://sportscenter.com.np/wp-content/uploads/2021/11/SG-Strokewell-classic-3-600x600.jpg
Bats,Cricket Bat Kashmir Willow SG STROKEWELL XTREME,5438.0,5438.0,"Sanspareils Greenlands (SG) is world’s largest and most trusted cricket equipment company. The company was established in pre-independent India in 1931 by two brothers Kedar Nath Anand & Dwarka Nath Anand.  It started primarily as an export intensive manufacturing unit. In the 70’s, Sunil Gavaskar became SG’s brand ambassador, and the rest is history as they say.  SG has evolved into robust manufacturing company that churns out every item related to the game of cricket from English Willow & Kashmir Willow Cricket Bats, Hand-Stitched Leather Balls, Protective Equipment, Cricket Whites, Kit bags to all types of Cricket Footwear and Accessories.Strokewell Xtreme bat is a grade 1 willow kashmir willo bat from SG. It rank as one of the top in SG product range. Very much meticulously crafted to perfection Sports Center recommends the bat fof advanced level players who are looking for a good combo of punch and balance. Ideally for players in practice sessions and game use.",https://sportscenter.com.np/wp-content/uploads/2020/12/strokewell-xtreme-3-600x600.jpg
Bats,Cricket Bat Kashmir Willow SG Thunder Plus,3129.0,3129.0,"Sanspareils Greenlands (SG) is world’s largest and most trusted cricket equipment company. The company was established in pre-independent India in 1931 by two brothers Kedar Nath Anand & Dwarka Nath Anand.  It started primarily as an export intensive manufacturing unit. In the 70’s, Sunil Gavaskar became SG’s brand ambassador, and the rest is history as they say.  SG has evolved into robust manufacturing company that churns out every item related to the game of cricket from English Willow & Kashmir Willow Cricket Bats, Hand-Stitched Leather Balls, Protective Equipment, Cricket Whites, Kit bags to all types of Cricket Footwear and Accessories.Thunder Plus is an economical range offering but in every bit in its SG Pedigree. Ideally for soft match uses and play with soft balls.",https://sportscenter.com.np/wp-content/uploads/2021/11/SG-Thunder-Plus-4-1-600x600.jpg
Bats,Cricket Bat Kashmir Willow SG VALOR,4638.0,4638.0,"Sanspareils Greenlands (SG) is world’s largest and most trusted cricket equipment company. The company was established in pre-independent India in 1931 by two brothers Kedar Nath Anand & Dwarka Nath Anand.  It started primarily as an export intensive manufacturing unit. In the 70’s, Sunil Gavaskar became SG’s brand ambassador, and the rest is history as they say.  SG has evolved into robust manufacturing company that churns out every item related to the game of cricket from English Willow & Kashmir Willow Cricket Bats, Hand-Stitched Leather Balls, Protective Equipment, Cricket Whites, Kit bags to all types of Cricket Footwear and Accessories.VALOR is one of the best offering of SG in its Kashmir willow range. Its high grade Kashmir willow offers full clean grains, big sweet spot, elongated spine and perfect weight balance with the ping. Sports Center recommends the bat for intermediate level players ideally for trainings and match uses.",https://sportscenter.com.np/wp-content/uploads/2020/12/valor-3-600x600.jpg
Bats,Cricket Bat Kashmir Willow SG VENTURA,4008.0,4008.0,"Sanspareils Greenlands (SG) is world’s largest and most trusted cricket equipment company. The company was established in pre-independent India in 1931 by two brothers Kedar Nath Anand & Dwarka Nath Anand.  It started primarily as an export intensive manufacturing unit. In the 70’s, Sunil Gavaskar became SG’s brand ambassador, and the rest is history as they say.  SG has evolved into robust manufacturing company that churns out every item related to the game of cricket from English Willow & Kashmir Willow Cricket Bats, Hand-Stitched Leather Balls, Protective Equipment, Cricket Whites, Kit bags to all types of Cricket Footwear and Accessories.SG Ventura with its refreshed look is as good as it could get. Its clean straight grains make it a good buy. Sports Center recommends it for advanced level players for net practice sessions and light tournament use. Ideally for play with a deuce ball.",https://sportscenter.com.np/wp-content/uploads/2020/12/ventura-3-600x600.jpg
Bats,Cricket Bat Kashmir Willow SG VERTO (SH),5397.0,5397.0,"Sanspareils Greenlands (SG) is world’s largest and most trusted cricket equipment company. The company was established in pre-independent India in 1931 by two brothers Kedar Nath Anand & Dwarka Nath Anand.  It started primarily as an export intensive manufacturing unit. In the 70’s, Sunil Gavaskar became SG’s brand ambassador, and the rest is history as they say.  SG has evolved into robust manufacturing company that churns out every item related to the game of cricket from English Willow & Kashmir Willow Cricket Bats, Hand-Stitched Leather Balls, Protective Equipment, Cricket Whites, Kit bags to all types of Cricket Footwear and Accessories.VERTO is a premium grade 1 Kashmir willow bat from SG. Sports Center recommends the bat for advance level players ideally for net practice sessions and light game play.",https://sportscenter.com.np/wp-content/uploads/2020/12/verto-bat-3-600x600.jpg
Bats,Cricket Bat Kashmir Willow Sg VS 319 PLUS,4823.0,4823.0,"Traditionally shaped and styled for maximum stability while playing shotsFinest Kashmir willow hard pressed & traditionally shaped for superb strokes.Handle-Singapore cane handle with special 3 way insertion of rubber in between splits for enhanced flexibility and shock absorption.Handle Shape-Traditional round cane handle  for supreme grip and overall bat control.Toe type- Flat toe.Weight-1170-1240 gm(2.10-2.15 lbs).Size-Full size 33.7 in(85.7 cm).Suitable For-Age: 15+, Height: 5’6″ and above.Ball Type- Leather.Cover- Comes with a sleek, full length bat cover to protect your bat when not in use.",https://sportscenter.com.np/wp-content/uploads/2020/12/VS-319-PLUS-3-600x600.jpg
Bats,Cricket Bat Kashmir Willow SG VS 319 SPARK,4446.0,4446.0,"Sanspareils Greenlands (SG) is world’s largest and most trusted cricket equipment company. The company was established in pre-independent India in 1931 by two brothers Kedar Nath Anand & Dwarka Nath Anand.  It started primarily as an export intensive manufacturing unit. In the 70’s, Sunil Gavaskar became SG’s brand ambassador, and the rest is history as they say.  SG has evolved into robust manufacturing company that churns out every item related to the game of cricket from English Willow & Kashmir Willow Cricket Bats, Hand-Stitched Leather Balls, Protective Equipment, Cricket Whites, Kit bags to all types of Cricket Footwear and Accessories.VS 319 Spark model of cricket bats have been one of SG’s longest running models of bats. The model is special for its hard wood. Sports Center recommends the bat for intermediate and advanced level players ideally for net practice sessions and casual game plays.",https://sportscenter.com.np/wp-content/uploads/2020/12/vs-319-spark-bat-3-600x600.jpg
Bats,Cricket Bat Kashmir Willow SINGE S SUPER DRIVE,4368.0,4368.0,"Sareen Sports Industries was started in the year 1969 by Mr N.K. Sareen under the inspiration of his father Mr M.L. Sareen, Sareen Sports Industries entered the Indian market with great hard work and dedication to launch their registered Trade-Mark SS SUNRIDGE in the year 1976. The company started export of cricket bats in 1979 to the UK and Australia. Sareen Sports Industries manufacturers quality cricket equipment’s for meeting the requirements of national and international markets. The company also added on the production of Cricket Balls and Soft Leather Protective Equipments under the flagship of “SS SUNRIDGE” in the year 1985. The highest test runs scored by V.V.S. Laxman 281 and now 309 by Virender Sehwag at Multan in Pakistan are by the Cricket Bat SS TON.A division of SS Cricket holds the same pedigree and image as the SS bats but it is a different offering from the usual.Sports Center recommends the Single S Super Drive cricket bat for advanced level players. Ideally for training uses in academies and for light match use.",https://sportscenter.com.np/wp-content/uploads/2021/06/KW-SINGLE-S-SUPER-DRIVE-3-600x600.jpg
Bats,Cricket Bat Kashmir Willow SINGLE S DESTROYER,2928.0,2928.0,"Sareen Sports Industries was started in the year 1969 by Mr N.K. Sareen under the inspiration of his father Mr M.L. Sareen, Sareen Sports Industries entered the Indian market with great hard work and dedication to launch their registered Trade-Mark SS SUNRIDGE in the year 1976. The company started export of cricket bats in 1979 to the UK and Australia. Sareen Sports Industries manufacturers quality cricket equipment’s for meeting the requirements of national and international markets. The company also added on the production of Cricket Balls and Soft Leather Protective Equipments under the flagship of “SS SUNRIDGE” in the year 1985. The highest test runs scored by V.V.S. Laxman 281 and now 309 by Virender Sehwag at Multan in Pakistan are by the Cricket Bat SS TON.A division of SS Cricket holds the same pedigree and image as the SS bats but it is a different offering from the usual.Sports Center recommends the S RANGE Destroyer cricket bat for Beginners level players. Ideally for training uses in academies or for tennis ball/ Poly ball Play.",https://sportscenter.com.np/wp-content/uploads/2021/06/KW-SINGLE-S-DESTROYER-4-600x600.jpg
Bats,Cricket Bat Kashmir Willow SINGLE S POWER BLAST,3520.0,3520.0,"Sareen Sports Industries was started in the year 1969 by Mr N.K. Sareen under the inspiration of his father Mr M.L. Sareen, Sareen Sports Industries entered the Indian market with great hard work and dedication to launch their registered Trade-Mark SS SUNRIDGE in the year 1976. The company started export of cricket bats in 1979 to the UK and Australia. Sareen Sports Industries manufacturers quality cricket equipment’s for meeting the requirements of national and international markets. The company also added on the production of Cricket Balls and Soft Leather Protective Equipments under the flagship of “SS SUNRIDGE” in the year 1985. The highest test runs scored by V.V.S. Laxman 281 and now 309 by Virender Sehwag at Multan in Pakistan are by the Cricket Bat SS TON.A division of SS Cricket holds the same pedigree and image as the SS bats but it is a different offering from the usual.Sports Center recommends the S Range Power Blast for Beginners and Intermediate level Players. Ideally designed for players in Academies and serious training enthusiasts for training and light game uses.",https://sportscenter.com.np/wp-content/uploads/2021/06/KW-SINGLE-S-POWER-BLAST-8-600x600.jpg
Bats,Cricket Bat Kashmir Willow SINGLE S PRESTIGE,3952.0,3952.0,"Sareen Sports Industries was started in the year 1969 by Mr N.K. Sareen under the inspiration of his father Mr M.L. Sareen, Sareen Sports Industries entered the Indian market with great hard work and dedication to launch their registered Trade-Mark SS SUNRIDGE in the year 1976. The company started export of cricket bats in 1979 to the UK and Australia. Sareen Sports Industries manufacturers quality cricket equipment’s for meeting the requirements of national and international markets. The company also added on the production of Cricket Balls and Soft Leather Protective Equipments under the flagship of “SS SUNRIDGE” in the year 1985. The highest test runs scored by V.V.S. Laxman 281 and now 309 by Virender Sehwag at Multan in Pakistan are by the Cricket Bat SS TON.A division of SS Cricket holds the same pedigree and image as the SS bats but it is a different offering from the usual.Sports Center recommends the S Range Prestige Cricket Bat for Intermediate level players. Ideally for training uses in academies and for light match use.",https://sportscenter.com.np/wp-content/uploads/2021/06/KW-SINGLE-S-PRESTIGE-4-600x600.jpg
Bats,Cricket Bat Kashmir Willow SS 281 Harrow,6561.0,6561.0,"Sareen Sports Industries was started in the year 1969 by Mr. N.K. Sareen under the inspiration of his father Mr. M.L. Sareen, Sareen Sports Industries entered in the Indian market with a great hard work and dedication to launch their registered Trade-Mark SS SUNRIDGES in the year 1976. The company started export of cricket bats in 1979 to UK and Australia. Sareen Sports Industries manufacturers quality cricket equipment’s for meeting the requirements of national and international markets. The company also added on the production of Cricket Balls and Soft Leather Protective Equipment’s under the flagship of “SS SUNRIDGES” in the year 1985. The highest test runs scored by V.V.S. Laxman 281 and now 309 by Virender Sehwag at Multan in Pakistan are by the Cricket Bat SS TON.",https://sportscenter.com.np/wp-content/uploads/2025/04/281-kw-1-600x600.jpg
Bats,Cricket Bat Kashmir Willow SS CAMO 2.0,3520.0,3520.0,"Sareen Sports Industries was started in the year 1969 by Mr N.K. Sareen under the inspiration of his father Mr M.L. Sareen, Sareen Sports Industries entered the Indian market with great hard work and dedication to launch their registered Trade-Mark SS SUNRIDGES in the year 1976. The company started export of cricket bats in 1979 to the UK and Australia. Sareen Sports Industries manufacturers quality cricket equipment’s for meeting the requirements of national and international markets. The company also added on the production of Cricket Balls and Soft Leather Protective Equipments under the flagship of “SS SUNRIDGE” in the year 1985. The highest test runs scored by V.V.S. Laxman 281 and now 309 by Virender Sehwag at Multan in Pakistan are by the Cricket Bat SS TON.CAMO Series bat from SS is a raw approach taken by SS. It is a new approach where the bats have character. It’s not a perfect bat but it has a character that players like to make their personal bat. With its funky camo wraps and stickers, Sports Center recommends the camo Series bat for players who are looking for something different and want a unique taste from their bats.",https://sportscenter.com.np/wp-content/uploads/2021/06/KW-CAMO-2-4-600x600.jpg
Bats,Cricket Bat Kashmir Willow SS CAMO 4.0,4368.0,4368.0,"Sareen Sports Industries was started in the year 1969 by Mr N.K. Sareen under the inspiration of his father Mr M.L. Sareen, Sareen Sports Industries entered the Indian market with great hard work and dedication to launch their registered Trade-Mark SS SUNRIDGE in the year 1976. The company started export of cricket bats in 1979 to the UK and Australia. Sareen Sports Industries manufacturers quality cricket equipment’s for meeting the requirements of national and international markets. The company also added on the production of Cricket Balls and Soft Leather Protective Equipments under the flagship of “SS SUNRIDGE” in the year 1985. The highest test runs scored by V.V.S. Laxman 281 and now 309 by Virender Sehwag at Multan in Pakistan are by the Cricket Bat SS TON.CAMO Series bat from SS is a raw approach taken by SS. It is a new approach where the bats have character. It’s not a perfect bat but it has a character that players like to make their personal bat. With its funky camo wraps and stickers, Sports Center recommends the camo Series bat for players who are looking for something different and want a unique taste from their bats.",https://sportscenter.com.np/wp-content/uploads/2021/06/KW-CAMO-4-4-600x600.jpg
Bats,Cricket Bat Kashmir Willow SS CAMO 5.0,4608.0,4608.0,"Sareen Sports Industries was started in the year 1969 by Mr N.K. Sareen under the inspiration of his father Mr M.L. Sareen, Sareen Sports Industries entered the Indian market with great hard work and dedication to launch their registered Trade-Mark SS SUNRIDGE in the year 1976. The company started export of cricket bats in 1979 to the UK and Australia. Sareen Sports Industries manufacturers quality cricket equipment’s for meeting the requirements of national and international markets. The company also added on the production of Cricket Balls and Soft Leather Protective Equipments under the flagship of “SS SUNRIDGE” in the year 1985. The highest test runs scored by V.V.S. Laxman 281 and now 309 by Virender Sehwag at Multan in Pakistan are by the Cricket Bat SS TON.CAMO Series bat from SS is a raw approach taken by SS. It is a new approach where the bats have character. It’s not a perfect bat but it has a character that players like to make their personal bat. With its funky camo wraps and stickers, Sports Center recommends the camo Series bat for players who are looking for something different and want a unique taste from their bats.",https://sportscenter.com.np/wp-content/uploads/2021/06/CAMO-5.0-KW-600x600.jpg
Bats,Cricket Bat Kashmir Willow SS CANNON,6561.0,6561.0,"Sareen Sports Industries was started in the year 1969 by Mr. N.K. Sareen under the inspiration of his father Mr. M.L. Sareen, Sareen Sports Industries entered in the Indian market with a great hard work and dedication to launch their registered Trade-Mark SS SUNRIDGES in the year 1976. The company started export of cricket bats in 1979 to UK and Australia. Sareen Sports Industries manufacturers quality cricket equipment’s for meeting the requirements of national and international markets. The company also added on the production of Cricket Balls and Soft Leather Protective Equipment’s under the flagship of “SS SUNRIDGES” in the year 1985. The highest test runs scored by V.V.S. Laxman 281 and now 309 by Virender Sehwag at Multan in Pakistan are by the Cricket Bat SS TON.The Canon is a good selling bat is our store. Customers prefer the orange color scheme in the bat and a very good priced package in offer. Sports Center recommends the bat for intermediate level and advancing players ideally in use for trainings and light game uses.",https://sportscenter.com.np/wp-content/uploads/2020/12/cannon-kw-600x600.jpg
