name,url,price,regular_price,sale_price,sku,brand,category,categories,description,colors,sizes,features,product_tags,related_products,variation_details,in_the_box,review_count,material,warranty,shipping_info,age_group,skill_level,attributes,images,stock_status,stock_quantity,in_stock
Boxing Mitt Punching Pads USI UNIVERSAL Contra Focus Mitts,https://sportscenter.com.np/product/boxing-mitt-punching-pads-usi-contra-focus-mitts/,3507.0,,,80087,USI Universal,Boxing Mitts/Pads,"Boxing, Martial Arts & MMA, Boxing Mitts/Pads, Boxing, Martial Arts & MMA",USI has tried to take training to a new level by introducing this high tech range. USI has studied all the missing features in the conventional mitts and tried to answer all in this range of Contra Focus Mitt pads.The Contra series has introduced preshaped padded zones to deliver maximum protection. These pads are ultra-strong yet very light. The Soft lining material also wicks away the moisture from the pads.,,,Synthetic Leather construction | Ultrastrong and lightweight preshaped padded zone | concave handcrafted inner padding | ball bulge for palm grip | padded wrist support | Air mesh on palm for ventilation | Color: Como Military Green,,Boxing Gloves USI UNIVERSAL Reliance (https://sportscenter.com.np/product/boxing-gloves-usi-reliance/) | Boxing Mitts Punching Pads USI UNIVERSAL Neon Focus Mitts (https://sportscenter.com.np/product/boxing-mitts-punching-pads-usi-neon-focus-mitts/) | Boxing Hand Wrap USI UNIVERSAL Cotton 4.55 Meters (https://sportscenter.com.np/product/boxing-hand-wrap-usi-cotton-4-55-meters/) | Boxing Gloves USI UNIVERSAL Pro Contest (https://sportscenter.com.np/product/boxing-gloves-usi-pro-contest/),,1 pair (2 Pieces Boxing Mitt Pads),0,also wicks away the moisture from the pads,,,,,"{""Weight"": ""0.5 kg"", ""Dimensions"": ""30 \u00d7 25 \u00d7 10 cm""}","https://sportscenter.com.np/wp-content/uploads/2020/10/boxing-mitts-contra-camo-1-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/boxing-mitts-contra-camo-2-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/boxing-mitts-contra-camo-3-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/reliance-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/boxing-mitts-Neon-focus-1-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/HAND-WRAP-BLACK-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/professional-Boxing-Gloves-8-300x300.jpg",11 in stock,11,True
Boxing Mitt WOLON,https://sportscenter.com.np/product/boxing-mitt-wolon/,3040.0,,,80026,Wolon,Boxing Mitts/Pads,"Boxing, Martial Arts & MMA, Boxing Mitts/Pads, Boxing, Martial Arts & MMA",The Budget brand from CHINA. WOLON is a well-reputed Martial Arts Equipment Manufacturer. Built from PU it’s light in weight and lighter on your wallet as well. Sports Center recommends the WOLON BoxingMitts for boxing mitts work in boxing training gyms ideally for beginners and intermediate level players.,,"palm arc length 24cm, back-arc length:23cmtop width:18cm, bottom width:11cm, top thick:5, back-arc length:23cm top width:18cm, 24cm, 23cm, 18cm, 11cm, 5.5cm, 3.5cm, s","Filling: imported high elastic foam | Colour: Red | Ball Bulge on the inside for maximum comfort | Size: palm arc length 24cm, back-arc length:23cm | top width:18cm, bottom width:11cm, top thick:5.5cm, bottom thick:3.5cm | Breathable mesh fabric behind for airflow. | Concave-shaped target area for accurate hitting and impact. | Comes in a Pair",,Boxing Gloves USI UNIVERSAL Pro Contest (https://sportscenter.com.np/product/boxing-gloves-usi-pro-contest/) | Boxing Head Guard USI UNIVERSAL Lite Contest (https://sportscenter.com.np/product/boxing-head-guard-usi-lite-contest/) | Boxing Mitts Punching Pads USI UNIVERSAL Neon Focus Mitts (https://sportscenter.com.np/product/boxing-mitts-punching-pads-usi-neon-focus-mitts/) | MMA Compression USI UNIVERSAL SNAKE (https://sportscenter.com.np/product/mma-compression-usi-universal-snake/),,1 Pair Boxing Mitts,0,wearable high-grade PU,,,,beginners,"{""Weight"": ""1 kg"", ""Dimensions"": ""35 \u00d7 25 \u00d7 20 cm""}","https://sportscenter.com.np/wp-content/uploads/2021/06/boxing-mitts-wolon-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2021/06/boxing-mitts-wolon-2-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2021/06/boxing-mitts-wolon-3-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2021/06/boxing-mitts-wolon-4-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/professional-Boxing-Gloves-8-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/head-guard-lite-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/boxing-mitts-Neon-focus-1-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2021/07/SNAKE-COMPRESSION-2-300x300.jpg",Out of stock,0,False
Boxing Mitts Punching Pads USI UNIVERSAL Focus Comferto,https://sportscenter.com.np/product/boxing-mitts-punching-pads-usi-focus-comferto/,2322.0,,,80093,USI Universal,Boxing Mitts/Pads,"Boxing, Martial Arts & MMA, Boxing Mitts/Pads, Boxing, Martial Arts & MMA",Focus pads/ mitts work are always fun. It’s effective and an ideal workout tool.Sports Center recommends this focus mitt for beginner and intermediate level boxers. One size fits all.,,"fits all, Fits allColor: Red, Fits all Color: Red, s, pair (2 pieces)",Vinyl & suede leather construction. | Lightweight padding. | Conventional shape. | Elasticated hook & loop tab closure. | One Size Fits all | Color: Red and Blue | Brand USI Universal | Made in India | What’s in the Box: 1 pair (2 pieces) boxing Mitts focus pads,,Boxing Hand Wrap USI UNIVERSAL Cotton 4.55 Meters (https://sportscenter.com.np/product/boxing-hand-wrap-usi-cotton-4-55-meters/) | Boxing Thai Arm Pads USI UNIVERSAL Neon (https://sportscenter.com.np/product/boxing-thai-arm-pads-usi-neon/) | Boxing Head Guard USI UNIVERSAL Lite Contest (https://sportscenter.com.np/product/boxing-head-guard-usi-lite-contest/) | Boxing Gloves USI UNIVERSAL Amateur Contest (https://sportscenter.com.np/product/boxing-gloves-usi-amateur-contest/),,1 Pair (2 pieces Boxing Mitts Pads),0,,,,,beginner,"{""Weight"": ""0.3 kg"", ""Dimensions"": ""30 \u00d7 25 \u00d7 20 cm""}","https://sportscenter.com.np/wp-content/uploads/2020/10/boxing-mitts-comferto-mitts-2-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/comferto-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/boxing-mitts-comferto-mitts-1-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/HAND-WRAP-BLACK-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/thai-arm-pad-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/head-guard-lite-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/amateur-boxing-gloves-usi-2-300x300.jpg",18 in stock,18,True
Boxing Mitts Punching Pads USI UNIVERSAL Neon Focus Mitts,https://sportscenter.com.np/product/boxing-mitts-punching-pads-usi-neon-focus-mitts/,3375.0,,,80094,USI,Boxing Mitts/Pads,"Boxing, Martial Arts & MMA, Boxing Mitts/Pads, Boxing, Martial Arts & MMA","Focus Mitts training can help youimprove punching skills (technique, power, speed, endurance, accuracy, timing) improve offensive skills (angles, combinations) improve defensive skills (blocking, parrying, slipping, rolling) practice moving against a live person (footwork, strategy, mimicking styles, counter-punching)Boxing mitts for training idealfor intermediate, expert-levelgel palm for maximum comfort,molded pads for maximum comfort and durability comesin attractive bag packing",,"skills (technique, power, speed, endurance, accuracy, timing), skills (angles, combinations), skills (blocking, parrying, slipping, rolling), person (footwork, strategy, mimicking styles, counter-punching), pair (2 pieces)",THICK PU CONSTRUCTION. | HANDCRAFTED CURVED PADDING. | PADDED WRIST. | FOAM LINED SOFT LINING. | GEL LINED BALL BULGE. | VENTILATED BACK PALM. | Comes in a pair (2 pieces) | Color: Black | Brand: USI,,Boxing Groin Guard USI UNIVERSAL Neon (https://sportscenter.com.np/product/boxing-groin-guard-usi-neon/) | Boxing Head Guard USI UNIVERSAL Immortal Face Saver (https://sportscenter.com.np/product/boxing-head-guard-usi-immortal-face-saver/) | MMA Compression USI UNIVERSAL SNAKE (https://sportscenter.com.np/product/mma-compression-usi-universal-snake/) | Boxing Thai Arm Pads USI UNIVERSAL Neon (https://sportscenter.com.np/product/boxing-thai-arm-pads-usi-neon/),,1 Pair (2 pieces Boxing Mitts Pads),0,,,,,intermediate,"{""Weight"": ""0.3 kg"", ""Dimensions"": ""30 \u00d7 30 \u00d7 20 cm""}","https://sportscenter.com.np/wp-content/uploads/2020/10/boxing-mitts-Neon-focus-1-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/boxing-mitts-Neon-focus-3-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/boxing-mitts-Neon-focus-2-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/neon-mitts-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/neon-mitts-3-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/groing-guard-black-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/boxing-head-guard-usi-face-saver-1-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2021/07/SNAKE-COMPRESSION-2-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/thai-arm-pad-300x300.jpg",11 in stock,11,True
Boxing Target Paddle USI UNIVERSAL IMMORTAL,https://sportscenter.com.np/product/boxing-target-paddle-usi-universal-immortal/,4420.0,,,80144,USI Universal,Boxing Mitts/Pads,"Boxing, Martial Arts & MMA, Boxing Mitts/Pads, Boxing, Martial Arts & MMA","USI is a Brand Pioneer in Martial Arts and Fitness Equipment. Their product is fire from every aspect. Quality-wise their products are A1. The brand comes from the sporting capital of the world, Jalandhar India. They specialize in martial arts and Physical Fitness Equipment.Target Paddles have been a popular option over the mitt pads. The major advantage is that it gives the coach more room to work around.Sports Center recommends the target paddle for training use and especially for coaches for their combination drills.Comes in a pair.",,,Leather Construction. | Handcrafted dense padding. | An excellent coaching tool for Boxing & MMA. | One-piece construct | Reversible Red & Black colour | Comes in a Pair,,Boxing Mitts Punching Pads USI UNIVERSAL Neon Focus Mitts (https://sportscenter.com.np/product/boxing-mitts-punching-pads-usi-neon-focus-mitts/) | Punching Bag USI UNIVERSAL Immortal (https://sportscenter.com.np/product/punching-bag-usi-immortal/) | Punching Bag USI UNIVERSAL Fury (https://sportscenter.com.np/product/punching-bag-usi-fury/) | Boxing Hand Wrap USI UNIVERSAL Cotton 4.55 Meters (https://sportscenter.com.np/product/boxing-hand-wrap-usi-cotton-4-55-meters/),,1 Pair (2 pieces target Paddles only,0,,,,,,"{""Weight"": ""0.5 kg"", ""Dimensions"": ""45 \u00d7 25 \u00d7 23 cm""}","https://sportscenter.com.np/wp-content/uploads/2021/06/target-paddle-5-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2021/06/target-paddle-3-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2021/06/target-paddle-2-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2021/06/target-paddle-1-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2021/06/target-paddle-4-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/boxing-mitts-Neon-focus-1-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/immortal-punching-bag-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/Punching-bag-USI-fury-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/HAND-WRAP-BLACK-1-300x300.jpg",4 in stock,4,True
Boxing Thai Arm Pads USI UNIVERSAL Neon,https://sportscenter.com.np/product/boxing-thai-arm-pads-usi-neon/,3090.0,,,80097,USI Universal,Boxing Mitts/Pads,"Boxing, Martial Arts & MMA, Kick Targets, Boxing Mitts/Pads, Boxing, Martial Arts & MMA","Thai Arm Pads are mostly used in Kick Boxing Muay Thai, Karate, Taekwando, etc. The Thai arm pads give sturdy pads feel that cannot be matched by kick target pads or boxing mitts.They absorb the maximum hits and can assist a coach or a trainer to yield out more from his students.The USI Universal Neon series Thai arm pads are made with Hi Tech PU Material and durable padding structures. They offer great value for money for customers on a budget.",,"9cm, s",Strong Vinyl coated fabric | Dense handcrafted padding | Rounded edges to prevent injury | Hook and loop closure straps | Thick handlebar for grip | Sturdy feel | Brand USI Universal | Made in India | Color: Black and Neon green | Size: 43/23/9cm | What’s in the Box: 1 Piece Thai Arm Pad,,Boxing Gloves USI UNIVERSAL Reliance (https://sportscenter.com.np/product/boxing-gloves-usi-reliance/) | Punching Bag USI UNIVERSAL Crusher (https://sportscenter.com.np/product/punching-bag-usi-crusher-3ft-20kgs/) | Boxing Coach Vest USI UNIVERSAL Neon (https://sportscenter.com.np/product/boxing-coach-vest-usi-neon/) | Boxing Gloves USI UNIVERSAL Crusher (https://sportscenter.com.np/product/boxing-gloves-usi-crusher/),,1 piece of Thai Arm pad.,0,and durable padding structures,,,,,"{""Weight"": ""0.5 kg"", ""Dimensions"": ""50 \u00d7 25 \u00d7 20 cm""}","https://sportscenter.com.np/wp-content/uploads/2020/10/thai-arm-pad-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/thai-arm-pad-neon-2-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/thai-arm-pad-neon-1-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/thai-arm-pad-neon-3-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/reliance-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/crusher-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/coach-vest-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/crusher-1-300x300.jpg",8 in stock,8,True
Martial Arts USI UNIVERSAL Flat Hit Shield,https://sportscenter.com.np/product/martial-arts-usi-flat-hit-shield/,4130.0,,,80098,USI Universal,Boxing Mitts/Pads,"Boxing, Martial Arts & MMA, Boxing Mitts/Pads, Boxing, Martial Arts & MMA","Ideal hit Pads for Kickboxing, Muay Thai, Karate, and other martial arts. Heavy Duty use.DURABLEAll products made with heavyduty vinyl using high qualitythread.EXPERTISEAll products created byexperienced designers, cuttersand sewersSAFESuperior quality high densityfoam cores for maximumprotection and safety",,"APX, 13CM, 3 kg, 13CM (21′ X 15′ X 5′)",PUNCH KICK SHIELD STRAIGHT. | STRONG VINYL COATED FABRIC. | DENSE BONDED FOAM PADDING. | HANDLEBAR & ARM LOOP. | SIZE APX. 53 x 38 x 13CM (21′ X 15′ X 5′) WT: 3 kgs | Color: Black,,Boxing Mitts Punching Pads USI UNIVERSAL Neon Focus Mitts (https://sportscenter.com.np/product/boxing-mitts-punching-pads-usi-neon-focus-mitts/) | Boxing Gloves USI UNIVERSAL Reliance (https://sportscenter.com.np/product/boxing-gloves-usi-reliance/) | Boxing Groin Guard USI UNIVERSAL Neon (https://sportscenter.com.np/product/boxing-groin-guard-usi-neon/) | Punching Bag USI UNIVERSAL Crusher (https://sportscenter.com.np/product/punching-bag-usi-crusher-3ft-20kgs/),,1 piece Flat Hit Shield,0,,,,,,"{""Weight"": ""3 kg"", ""Dimensions"": ""55 \u00d7 40 \u00d7 15 cm""}","https://sportscenter.com.np/wp-content/uploads/2020/11/flat-hit-shield-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/boxing-mitts-Neon-focus-1-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/reliance-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/groing-guard-black-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/crusher-300x300.jpg",3 in stock,3,True
Boxing Shoes USI Universal Tuf Wear,https://sportscenter.com.np/product/boxing-shoes-usi-universal-tuf-wear/,5990.0,,,N/A,USI Universal,Boxing Shoes,"Shoes, Boxing Shoes, Boxing, Martial Arts & MMA","One of the most demanded product in our stores. It is the Boxing shoes made of PU on top, Rubber outsole giving the maximum grip.",,"UK 10, UK 5, UK 6, UK 7, UK 8, UK 9","Rubber Outsole for maximum grip | Sabre, PU material on top,High Ankle cuffs for support | Big tongue upfront | UK 10 | UK 5 | UK 6 | UK 7 | UK 8 | UK 9 | UK 10, UK 5, UK 6, UK 7, UK 8, UK 9",,Boxing Coach Vest USI UNIVERSAL Neon (https://sportscenter.com.np/product/boxing-coach-vest-usi-neon/) | MMA Compression USI UNIVERSAL WEREWOLF (https://sportscenter.com.np/product/mma-compression-usi-werewolf/) | Boxing Groin Guard USI UNIVERSAL Neon (https://sportscenter.com.np/product/boxing-groin-guard-usi-neon/) | Boxing Mitts Punching Pads USI UNIVERSAL Focus Comferto (https://sportscenter.com.np/product/boxing-mitts-punching-pads-usi-focus-comferto/),Shoe Size: UK 10 | Shoe Size: UK 5 | Shoe Size: UK 6 | Shoe Size: UK 7 | Shoe Size: UK 8 | Shoe Size: UK 9,1 pair boxing shoes only,0,PU on top,,,,,"{""Shoe Size"": ""UK 10, UK 5, UK 6, UK 7, UK 8, UK 9"", ""Weight"": ""1.5 kg"", ""Dimensions"": ""20 \u00d7 40 \u00d7 20 cm""}","https://sportscenter.com.np/wp-content/uploads/2025/05/Boxing-shoes-USI-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2025/05/Boxing-shoes-USI-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2025/05/Boxing-shoes-USI-2-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/coach-vest-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2021/07/WAREWOLF-COMPRESSION-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/groing-guard-black-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/boxing-mitts-comferto-mitts-2-300x300.jpg",unavailable,0,False
Boxing Gloves Booster PU,https://sportscenter.com.np/product/boxing-gloves-booster-pu/,4000.0,,,N/A,Booster,Gloves,"Boxing, Martial Arts & MMA, Gloves, Boxing, Martial Arts & MMA",Booster boxing though relatively very new has made a mark in the field of martial arts. It speaks quality and the pricing is fair in comparison to other brands. Robust build and will last for the time.,,"10 Oz, 16 Oz, 6 Oz","Boxing gloves from Booster Fightgear from the modern BT Sparring series. Sparring and training gloves, ideal for training and competition. | Made of durable PU for durability. Multi-layer padding for maximum protection and optimal shock distribution. | Super strong and durable. Wide Velcro closure for optimal wrist support. | Ideal for kickboxing, boxing, Muay Thai | Available in size 6 and 10Oz | 10 Oz | 16 Oz | 6 Oz | 10 Oz, 16 Oz, 6 Oz",,Punching Bag USI UNIVERSAL Angle Bag Immortal 626ABL (https://sportscenter.com.np/product/punching-bag-usi-angle-bag-immortal-626abl/) | Boxing Head Guard USI UNIVERSAL Immortal Face Saver (https://sportscenter.com.np/product/boxing-head-guard-usi-immortal-face-saver/) | MMA Compression USI UNIVERSAL SNAKE (https://sportscenter.com.np/product/mma-compression-usi-universal-snake/) | Boxing Head Guard USI UNIVERSAL Lite Contest (https://sportscenter.com.np/product/boxing-head-guard-usi-lite-contest/),Boxing Gloves Size/ Weight: 10 Oz | Boxing Gloves Size/ Weight: 16 Oz | Boxing Gloves Size/ Weight: 6 Oz,1 pair boxing gloves only,0,durable PU for durability,,,,,"{""Boxing Gloves Size/ Weight"": ""10 Oz, 16 Oz, 6 Oz""}","https://sportscenter.com.np/wp-content/uploads/2024/10/boxing-gloves-booster-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2024/10/boxing-gloves-booster-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2024/10/boxing-gloves-booster-2-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2024/10/boxing-gloves-booster-4-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2024/10/boxing-gloves-booster-3-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/angle-bagg-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/boxing-head-guard-usi-face-saver-1-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2021/07/SNAKE-COMPRESSION-2-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/head-guard-lite-300x300.jpg",Available,,True
Boxing Gloves KOXTON CHAMPIONSHIP,https://sportscenter.com.np/product/boxing-gloves-koxton-championship/,5532.0-5793.0,,,N/A,Koxton,Gloves,"Boxing, Martial Arts & MMA, Gloves, Boxing, Martial Arts & MMA",A very well perceived brand in the market. A dark horse in regards to its martial arts product. In no way is it second to any other competing brands in the market.,"Blue, Red","12 Oz, 14 Oz","Pre moulded PU inners | Velcro straps | Good protection for hands | Sparring Gloves | Color Red | Available in Sizes 12, & 14 Oz. | 12 Oz | 14 Oz | 12 Oz, 14 Oz | Blue, Red",,Boxing Mitts Punching Pads USI UNIVERSAL Neon Focus Mitts (https://sportscenter.com.np/product/boxing-mitts-punching-pads-usi-neon-focus-mitts/) | Punching Bag USI UNIVERSAL Immortal (https://sportscenter.com.np/product/punching-bag-usi-immortal/) | Boxing Gloves USI UNIVERSAL Bouncer Junior (https://sportscenter.com.np/product/boxing-gloves-usi-bouncer-junior/) | Boxing Groin Guard USI UNIVERSAL Neon (https://sportscenter.com.np/product/boxing-groin-guard-usi-neon/),Boxing Gloves Size/ Weight: 12 Oz | Boxing Gloves Size/ Weight: 14 Oz | Color: Blue | Color: Red,1 Pair of boxing gloves,0,,,,,,"{""Boxing Gloves Size/ Weight"": ""12 Oz, 14 Oz"", ""Color"": ""Blue, Red"", ""Weight"": ""0.4 kg"", ""Dimensions"": ""30 \u00d7 20 \u00d7 10 cm""}","https://sportscenter.com.np/wp-content/uploads/2020/10/koxtons-1-1-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/boxing-gloves-koxtons-3-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/koxtons-1-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/boxing-Hand-chart-1-600x323.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/boxing-mitts-Neon-focus-1-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/immortal-punching-bag-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/bouncer-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/10/groing-guard-black-1-300x300.jpg",Available,,True
