name,url,price,regular_price,sale_price,sku,brand,category,categories,description,colors,sizes,features,product_tags,related_products,variation_details,in_the_box,review_count,material,warranty,shipping_info,age_group,skill_level,attributes,images,stock_status,stock_quantity,in_stock
Cricket Thigh Pad SG COMBO ULTIMATE Right Hand,https://sportscenter.com.np/product/cricket-thigh-pad-sg-combo-ultimate-right-hand/,3169.0,,,70460,SG,Protective Gears,"Team Sports, Cricket, Protective Gears","Sanspareils Greenlands (SG) is world’s largest and most trusted cricket equipment company. The company was established in pre-independent India in 1931 by two brothers Kedar Nath Anand & Dwarka Nath Anand.  It started primarily as an export intensive manufacturing unit. In the 70’s, Sunil Gavaskar became SG’s brand ambassador, and the rest is history as they say.  SG has evolved into robust manufacturing company that churns out every item related to the game of cricket from English Willow & Kashmir Willow Cricket Bats, Hand-Stitched Leather Balls, Protective Equipment, Cricket Whites, Kit bags to all types of Cricket Footwear and Accessories.The Combo ultimate is a premium range of cricket combo thigh pads for RH batsmen. Made with nylon microfiber outer lamination, its the friendliest to the skin and the best that you can get for sporting uses.Sports Center recommends the Combo Ultimate batting thigh pads for professionals in tournament use.",,"Adult having height over 5, s, Greenlands (SG)","Combination of Thigh pad and Inner thigh pad | Made from premium quality ultra high density foam, Pre-shaped in PU casing | Used by top international players | Soft absorbent fabricated back | Premium quality elastic waist and thigh straps | Available for right-handed batsmen | Available in size Adult having height over 5.6ft",,Cricket Bat SG I Bat (Middling) Bat (https://sportscenter.com.np/product/cricket-bat-sg-i-bat-middling-bat/) | Cricket Bat English Willow SG SUNNY TONNY ICON (https://sportscenter.com.np/product/cricket-bat-english-willow-sg-sunny-tonny-icon/) | Cricket Bat Kashmir Willow SS GUTSY (https://sportscenter.com.np/product/cricket-bat-kashmir-willow-ss-gutsy-sh/) | Cricket Bat Kashmir Willow SG RSD Plus (https://sportscenter.com.np/product/cricket-bat-kashmir-willow-sg-rsd-plus/),,1 set Thigh pads. (Right and Left),0,,,,,professional,"{""Weight"": ""0.5 kg"", ""Dimensions"": ""35 \u00d7 25 \u00d7 15 cm""}","https://sportscenter.com.np/wp-content/uploads/2020/12/SUpalite-chest-guard-3-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/i-bat-2-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/sunny-tonny-icon-2-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/gutsy-kw-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/RSD-Plus-3-300x300.jpg",Available,,True
Cricket Thigh Pad SG LITEVATE Right Hand,https://sportscenter.com.np/product/cricket-thigh-pad-sg-litevate-right-hand/,828.0,,,70461,SG,Protective Gears,"Team Sports, Cricket, Protective Gears","Sanspareils Greenlands (SG) is world’s largest and most trusted cricket equipment company. The company was established in pre-independent India in 1931 by two brothers Kedar Nath Anand & Dwarka Nath Anand.  It started primarily as an export intensive manufacturing unit. In the 70’s, Sunil Gavaskar became SG’s brand ambassador, and the rest is history as they say.  SG has evolved into robust manufacturing company that churns out every item related to the game of cricket from English Willow & Kashmir Willow Cricket Bats, Hand-Stitched Leather Balls, Protective Equipment, Cricket Whites, Kit bags to all types of Cricket Footwear and Accessories.The Litevate thigh pads are ideal for training practice and net sessions.",,"Adult for height 5, s, Greenlands (SG)",Made from premium quality high density pre shaped foam | Soft absorbent toweled back | Solid thermoplastic polyurethane insert in front for added protection | Towel and fine elastic hook and loop straps | Available for size Adult for height 5.6 and above. | For Right Handed Batsmen,,Cricket Kit Bag SG Prodigy 1.0 (https://sportscenter.com.np/product/cricket-kit-bag-sg-duffle-prodigy/) | Cricket Bat Kashmir Willow SS GUTSY (https://sportscenter.com.np/product/cricket-bat-kashmir-willow-ss-gutsy-sh/) | Cricket Bat English Willow SG Triple Crown Icon (https://sportscenter.com.np/product/cricket-bat-english-willow-sg-triple-crown-icon/) | Cricket Bat English Willow SG Roar Xtreme (https://sportscenter.com.np/product/cricket-bat-english-willow-sg-roar-xtreme/),,1 Piece right hand batsmen thigh pad,0,,,,,,"{""Weight"": ""0.2 kg"", ""Dimensions"": ""30 \u00d7 20 \u00d7 10 cm""}","https://sportscenter.com.np/wp-content/uploads/2020/12/litevate-thigh-pads-1-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/litevate-thigh-pads-2-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/prodigy-1.0-2-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/gutsy-kw-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/triple-crown-icon-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/roar-xtreme-2-1-300x300.jpg",Available,,True
Cricket Thigh Pad SG SUPER TEST,https://sportscenter.com.np/product/cricket-thigh-pad-sg-super-test/,1360.0,,,N/A,SG,Protective Gears,"Team Sports, Cricket, Protective Gears","Sanspareils Greenlands (SG) is world’s largest and most trusted cricket equipment company. The company was established in pre-independent India in 1931 by two brothers Kedar Nath Anand & Dwarka Nath Anand.  It started primarily as an export intensive manufacturing unit. In the 70’s, Sunil Gavaskar became SG’s brand ambassador, and the rest is history as they say.  SG has evolved into robust manufacturing company that churns out every item related to the game of cricket from English Willow & Kashmir Willow Cricket Bats, Hand-Stitched Leather Balls, Protective Equipment, Cricket Whites, Kit bags to all types of Cricket Footwear and Accessories.Super Test Thigh Pads are super soft and comfy for the players. Ideally for the players to be used in net sessions and light tournament use.",,"Adult for players above the height of 5, s, Greenlands (SG)","Made from premium quality high density foam, Pre-shaped in linen casing with high quality PU | Soft absorbent toweled back | Solid thermoplastic polyurethane insert in front for added protection | Towel and fine elastic hook and loop straps | Available for size Adult for players above the height of 5.6 ft | Available for both Right and Left handed Batsmen | Left Handed | Right Handed | Left Handed, Right Handed",,Cricket Kit Bag SG Prodigy 1.0 (https://sportscenter.com.np/product/cricket-kit-bag-sg-duffle-prodigy/) | Cricket Helmet SG Ace Tech (https://sportscenter.com.np/product/cricket-helmet-sg-ace-tech/) | Cricket Bat Kashmir Willow SG Max Cover (https://sportscenter.com.np/product/cricket-bat-kashmir-willow-sg-max-cover-size-5/) | Cricket Kit SG ECO- COMBO (https://sportscenter.com.np/product/cricket-kit-sg-eco-combo/),Batsmen: Left Handed | Batsmen: Right Handed,1 piece thigh pad,0,,,,,,"{""Batsmen"": ""Left Handed, Right Handed""}","https://sportscenter.com.np/wp-content/uploads/2020/12/super-test-thigh-pads-1-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/prodigy-1.0-2-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/acetech-2-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/max-cover-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/eco-combo-kit-2-300x300.jpg",Available,,True
Cricket Thigh Pad VIXEN PU,https://sportscenter.com.np/product/cricket-thigh-pad-vixen-pu/,645.0,,,70119,Vixen,Protective Gears,"Team Sports, Cricket, Protective Gears","Sports Center has been in Business with Bhalla Sports PVT Ltd since the start of the business. Vixen is a very well perceived brand by Bhalla Sports PVT Ltd in Nepal. It’s a 50+ years company and is continuing the business. Vixen Sports sells all sorts of sporting goods from Football, indoor games to physical fitness items. It’s one company that has a wide variety of goods under its belt. Vixen brand has quality, is reasonably priced and is a leader in innovative products that surpasses the expectation of the users.These thigh pads are made from hard cushions. Thus are extremely durable and gives the player maximum comfort.Sports Center recommends the Vixen PU Thigh Pads for training and light game uses.",,"Youth/ Adults PU Moulded Material is safe, also used in Motorcycle helmets Lasts long, robust built Ergonomically moulded, giving it grip Size: Youth/ Adults, s",Lasts long and robust built | Ergonomically moulded and shaped for maximum comfort | Right Handed Batsmen orientation | Adjustable Velcro Lines give proper fit for each individual | Inner Towel lining for absorbing the sweat and giving it grip | Size: Youth/ Adults,,Cricket Bat Kashmir Willow SG Max Cover (https://sportscenter.com.np/product/cricket-bat-kashmir-willow-sg-max-cover-size-5/) | Cricket Helmet SG SMART TECH (https://sportscenter.com.np/product/cricket-helmet-sg-smart-tech-junior-small-size/) | Cricket Shoes Sg Hilite Stud (https://sportscenter.com.np/product/cricket-shoes-sg-hilite-stud/) | Cricket Bat Fiber Tape SS 0.75″ (https://sportscenter.com.np/product/cricket-bat-fiber-tape-ss-0-75/),,1 piece Thigh Pad only,0,is safe and also used in Motorcycle helmets,,,,,"{""Weight"": ""0.2 kg"", ""Dimensions"": ""30 \u00d7 20 \u00d7 15 cm""}","https://sportscenter.com.np/wp-content/uploads/2021/06/cricket-thigh-pad-vixen-2-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2021/06/cricket-thigh-pad-vixen-1-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/max-cover-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/smart-tech-3-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/hilite-stud-2-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2021/07/fibre-tape-0.75--300x300.jpg",29 in stock,29,True
Cricket Thigh Pads SG Players,https://sportscenter.com.np/product/cricket-thigh-pads-sg-players/,3200.0,,,70647,SG,Protective Gears,"Team Sports, Cricket, Protective Gears","Sanspareils Greenlands (SG) is the world’s largest and most trusted cricket equipment company. The company was established in pre-independent India in 1931 by two brothers Kedar Nath Anand & Dwarka Nath Anand. It started primarily as an export intensive manufacturing unit. In the 70’s, Sunil Gavaskar became SG’s brand ambassador, and the rest is history as they say. SG has evolved into a robust manufacturing company that churns out every item related to the game of cricket from English Willow & Kashmir Willow Cricket Bats, Hand-Stitched Leather Balls, Protective Equipment, Cricket Whites, Kit bags to all types of Cricket Footwear and Accessories.The Players Thigh Pads is for the professionals in the game. More complete and more all-rounded protection makes it the best fit for the advanced players and professionals in the game.",,"s, Greenlands (SG)",Combination of Thigh pad and Inner thigh pad | Made from premium quality leather | HDF with U foam for extra fibre protection | Used by top international players | Soft absorbent towel back | Premium quality elastic waist and thigh straps | For Right Hand Oriented Batsmen only. | Carry bag included when not in use,,Cricket Bat SG I Bat (Middling) Bat (https://sportscenter.com.np/product/cricket-bat-sg-i-bat-middling-bat/) | Cricket Bat English Willow SG Triple Crown Icon (https://sportscenter.com.np/product/cricket-bat-english-willow-sg-triple-crown-icon/) | Cricket Bat Kashmir Willow SG RSD Spark Size 5 (https://sportscenter.com.np/product/cricket-bat-kashmir-willow-sg-rsd-spark-size-5/) | Cricket Helmet SG Ace Tech (https://sportscenter.com.np/product/cricket-helmet-sg-ace-tech/),,1 set Combination of Thigh pad and Inner thigh pad.,0,,,,,advanced,"{""Weight"": ""0.4 kg"", ""Dimensions"": ""35 \u00d7 25 \u00d7 10 cm""}","https://sportscenter.com.np/wp-content/uploads/2021/11/SG-Players-combo-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/i-bat-2-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/triple-crown-icon-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/RSD-Spark-3-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/acetech-2-1-300x300.jpg",1 in stock,1,True
Cricket Thigh Pads SS AEROLITE 2 IN 1,https://sportscenter.com.np/product/cricket-thigh-pads-ss-aerolite-2-in-1/,2611.0,,,70586,SS,Protective Gears,"Team Sports, Cricket, Protective Gears","Sareen Sports Industries was started in the year 1969 by Mr. N.K. Sareen under the inspiration of his father Mr. M.L. Sareen, Sareen Sports Industries entered in the Indian market with a great hard work and dedication to launch their registered Trade-Mark SS SUNRIDGES in the year 1976. The company started export of cricket bats in 1979 to UK and Australia. Sareen Sports Industries manufacturers quality cricket equipment’s for meeting the requirements of national and international markets. The company also added on the production of Cricket Balls and Soft Leather Protective Equipment’s under the flagship of “SS SUNRIDGES” in the year 1985. The highest test runs scored by V.V.S. Laxman 281 and now 309 by Virender Sehwag at Multan in Pakistan are by the Cricket Bat SS TON.The Aerolite Thigh pads are for sheer professionals in the game. Sports Center recommends the thigh pads for professionals who want comfort and protection in their game.",,"M, L, s",All in one lower body protection system | Detachable inner thigh guard | Soft cotton lining inside | PU on top and full fiber on EVA sheet for maximum protection | Size: Adult | For Right Handed Batsmen,,Cricket Kit SG ECO- COMBO (https://sportscenter.com.np/product/cricket-kit-sg-eco-combo/) | Cricket Helmet SG Ace Tech (https://sportscenter.com.np/product/cricket-helmet-sg-ace-tech/) | Cricket Carpet Mat REDSUN 33/6 FT (https://sportscenter.com.np/product/cricket-carpet-mat-redsun-33-6-ft/) | Cricket Kit Bag SG Prodigy 1.0 (https://sportscenter.com.np/product/cricket-kit-bag-sg-duffle-prodigy/),,1 set combo Thigh pads for left and right thighs.,0,,,,,professional,"{""Weight"": ""1 kg"", ""Dimensions"": ""30 \u00d7 25 \u00d7 10 cm""}","https://sportscenter.com.np/wp-content/uploads/2020/12/aerolite-thigh-pads-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/eco-combo-kit-2-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/acetech-2-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2021/06/cricket-mat-3-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/prodigy-1.0-2-300x300.jpg",12 in stock,12,True
Cricket Thigh Pads SS HI TECH,https://sportscenter.com.np/product/cricket-thigh-pads-ss-hi-tech/,891.0,,,70585,SS,Protective Gears,"Team Sports, Cricket, Protective Gears","Sareen Sports Industries was started in the year 1969 by Mr. N.K. Sareen under the inspiration of his father Mr. M.L. Sareen, Sareen Sports Industries entered in the Indian market with a great hard work and dedication to launch their registered Trade-Mark SS SUNRIDGES in the year 1976. The company started export of cricket bats in 1979 to UK and Australia. Sareen Sports Industries manufacturers quality cricket equipment’s for meeting the requirements of national and international markets. The company also added on the production of Cricket Balls and Soft Leather Protective Equipment’s under the flagship of “SS SUNRIDGES” in the year 1985. The highest test runs scored by V.V.S. Laxman 281 and now 309 by Virender Sehwag at Multan in Pakistan are by the Cricket Bat SS TON.The SS Hitech Thigh pads are highest selling thigh pads in our stores. It comfy and rightly priced thus making it an ultimate choice for all. Sports Center recommends the thigh pads for beginners and intermediate level players ideally for training and light match use.",,"adult mensFor Right Handed Batsmen, adult mens For Right Handed Batsmen, 50mm, M, L, s",PU and mesh on top | Dual density EVA sheet filled | Fiber on top for extra protection | Elastic on top | Towel wrist band on bottom | 50mm velcro closure for firm grip | Size: adult mens | For Right Handed Batsmen.,,Cricket Bat English Willow SG Roar Xtreme (https://sportscenter.com.np/product/cricket-bat-english-willow-sg-roar-xtreme/) | Cricket Bat Kashmir Willow SG Scorer Classic (https://sportscenter.com.np/product/cricket-bat-kashmir-willow-sg-scorer-classic/) | Cricket Bat SG I Bat (Middling) Bat (https://sportscenter.com.np/product/cricket-bat-sg-i-bat-middling-bat/) | Cricket Bat Fiber Tape SS 0.75″ (https://sportscenter.com.np/product/cricket-bat-fiber-tape-ss-0-75/),,1 piece right handed thigh pads,0,,,,,beginners,"{""Weight"": ""0.5 kg"", ""Dimensions"": ""30 \u00d7 25 \u00d7 10 cm""}","https://sportscenter.com.np/wp-content/uploads/2020/12/hitech-thigh-pad-2-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/hitech-thigh-pad-1-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/roar-xtreme-2-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/scorer-classic-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/i-bat-2-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2021/07/fibre-tape-0.75--300x300.jpg",8 in stock,8,True
Cricket thigh pads TON 1.0 Combo,https://sportscenter.com.np/product/cricket-thigh-pads-ton-1-0-combo/,3026.0,,,,,Protective Gears,"Team Sports, Cricket, Protective Gears","Sareen Sports Industries was started in the year 1969 by Mr. N.K. Sareen under the inspiration of his father Mr. M.L. Sareen, Sareen Sports Industries entered in the Indian market with a great hard work and dedication to launch their registered Trade-Mark SS SUNRIDGES in the year 1976. The company started export of cricket bats in 1979 to UK and Australia. Sareen Sports Industries manufacturers quality cricket equipment’s for meeting the requirements of national and international markets. The company also added on the production of Cricket Balls and Soft Leather Protective Equipment’s under the flagship of “SS SUNRIDGES” in the year 1985. The highest test runs scored by V.V.S. Laxman 281 and now 309 by Virender Sehwag at Multan in Pakistan are by the Cricket Bat SS TON.TON Comb comes in to be a new contender amongst a sea of alternatives. Yes very well sturdy to its name and functions as its supposed to.",,"M, L, s",Net Quantity: 1 Thigh Pad set | combination of a thigh pad and an inner thigh pad. | Material:made premiun quality PU & high density foam. | Back material:made from a soft and sweat absorbent fabric. | Premium Quality Elastic Waist and Thigh Straps-Premium quality elastic ensures durability and longevity. | Sie: Adult above age 14 years only | For right handed bats men only,,Cricket Helmet SG SMART TECH (https://sportscenter.com.np/product/cricket-helmet-sg-smart-tech-junior-small-size/) | Cricket Bat SG I Bat (Middling) Bat (https://sportscenter.com.np/product/cricket-bat-sg-i-bat-middling-bat/) | Cricket Helmet SG Blaze Tech (https://sportscenter.com.np/product/cricket-helmet-sg-blaze-tech/) | Cricket Bat English Willow SG SUNNY TONNY ICON (https://sportscenter.com.np/product/cricket-bat-english-willow-sg-sunny-tonny-icon/),,1 pair batting thigh pads only,0,made premiun quality PU & high density foam,,,,,"{""Weight"": ""0.5 kg"", ""Dimensions"": ""35 \u00d7 25 \u00d7 10 cm""}","https://sportscenter.com.np/wp-content/uploads/2025/04/thigh-pads-ton-1.0-2-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2025/04/thigh-pads-ton-1.0-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2025/04/thigh-pads-ton-1.0-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/smart-tech-3-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/i-bat-2-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/blaze-tech-3-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/sunny-tonny-icon-2-300x300.jpg",5 in stock,5,True
Cricket Wicket Keeping Gloves RNS COUNTY,https://sportscenter.com.np/product/cricket-wicket-keeping-gloves-rns-county/,2880.0,,,70292,RNS Larsons,Protective Gears,"Team Sports, Cricket, Protective Gears",RNS Larsons is a reputed brand in the field of cricket. They are the manufacturers of one of the best cricketing equipment in the world. They are in no way second to any other competing brands.Sports Center recommends the RNS County for the Advanced level players ideally for match use.,,,High-grade Hide leather gives a soft feel with maximum durability | pimpled grips on the palm give a maximum grip to catch the ball | Size: Adults | Finger guards | Lightweight | Ideally for advanced level players for match use.,,Cricket Shoes Sg Sierra Spike 2.0 (https://sportscenter.com.np/product/cricket-shoes-sg-sierra-spike-2-0/) | Cricket Bat Kashmir Willow SG SAVAGE PLUS (https://sportscenter.com.np/product/cricket-bat-kashmir-willow-sg-savage-plus-size-5/) | Cricket Bat SG I Bat (Middling) Bat (https://sportscenter.com.np/product/cricket-bat-sg-i-bat-middling-bat/) | Cricket Batting Pads SG Nexus Juniors (https://sportscenter.com.np/product/cricket-batting-pads-sg-nexus-youth/),,1 pair Wicket Keeping Gloves,0,,,,,advanced,"{""Weight"": ""0.5 kg"", ""Dimensions"": ""20 \u00d7 20 \u00d7 10 cm""}","https://sportscenter.com.np/wp-content/uploads/2021/06/RNS-county-WK-gloves-4-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2021/06/RNS-county-WK-gloves-3-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2021/06/RNS-county-WK-gloves-5-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2021/06/RNS-county-WK-gloves-1-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2021/06/RNS-county-WK-gloves-2-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/sierra-spike-2-5-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/savage-plus-3-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/i-bat-2-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/nexus-youth-pads-4-300x300.jpg",Out of stock,0,False
Cricket Wicket Keeping Gloves RNS PRO,https://sportscenter.com.np/product/cricket-wicket-keeping-gloves-rns-pro/,3755.0,,,70291,RNS Larsons,Protective Gears,"Team Sports, Cricket, Protective Gears",RNS Larsons is a reputed brand in the field of cricket. They are the manufacturers of one of the best cricketing equipment in the world. They are in no way second to any other competing brands.Sports Center recommends the RNS PRO for the professional level players ideally for tournaments and matches uses.,,professionals for match use,High-grade Hide leather gives a soft feel with maximum durability | pimpled grips on the palm give a maximum grip to catch the ball | Size: Adults | Finger guards | Lightweight | Ideally for advanced level and professionals for match use.,,Cricket Bat Kashmir Willow SG Max Cover (https://sportscenter.com.np/product/cricket-bat-kashmir-willow-sg-max-cover-size-5/) | Cricket Bat Kashmir Willow SS GUTSY (https://sportscenter.com.np/product/cricket-bat-kashmir-willow-ss-gutsy-sh/) | Cricket Helmet SG SMART TECH (https://sportscenter.com.np/product/cricket-helmet-sg-smart-tech-junior-small-size/) | Cricket Shoes SG Scorer 5.0 (https://sportscenter.com.np/product/cricket-shoes-sg-scorer-4-0/),,1 pair wicket keeping gloves,0,,,,,advanced,"{""Weight"": ""0.5 kg"", ""Dimensions"": ""20 \u00d7 20 \u00d7 10 cm""}","https://sportscenter.com.np/wp-content/uploads/2021/06/RNS-pro-WK-gloves-2-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2021/06/RNS-pro-WK-gloves-3-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2021/06/RNS-pro-WK-gloves-4-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2021/06/RNS-pro-WK-gloves-1-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/max-cover-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/gutsy-kw-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/smart-tech-3-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/scorer-5.0-300x300.jpg",Out of stock,0,False
Cricket Wicket Keeping Gloves SG CLUB,https://sportscenter.com.np/product/cricket-wicket-keeping-gloves-sg-club/,3248.0,,,70533,SG,Protective Gears,"Team Sports, Cricket, Protective Gears","Sanspareils Greenlands (SG) is world’s largest and most trusted cricket equipment company. The company was established in pre-independent India in 1931 by two brothers Kedar Nath Anand & Dwarka Nath Anand.  It started primarily as an export intensive manufacturing unit. In the 70’s, Sunil Gavaskar became SG’s brand ambassador, and the rest is history as they say.  SG has evolved into robust manufacturing company that churns out every item related to the game of cricket from English Willow & Kashmir Willow Cricket Bats, Hand-Stitched Leather Balls, Protective Equipment, Cricket Whites, Kit bags to all types of Cricket Footwear and Accessories.The Club SG Wicket Keeping gloves have a sweet mid point set between the cost and quality. It check in to all the boxes yet is offered at an affordable rate. Sports Center recommends the Club Wicket Keeping gloves for the intermediate level players who want an all rounding package.",,"s, Greenlands (SG)",Made from high quality PVC cuffs | Rubber grip in palm facing | Cloth lining in the cuffs | Available in size Adult,,Cricket Helmet SG SMART TECH (https://sportscenter.com.np/product/cricket-helmet-sg-smart-tech-junior-small-size/) | Cricket Bat English Willow SG Roar Xtreme (https://sportscenter.com.np/product/cricket-bat-english-willow-sg-roar-xtreme/) | Cricket Shoes Sg Sierra Spike 2.0 (https://sportscenter.com.np/product/cricket-shoes-sg-sierra-spike-2-0/) | Cricket Bat Kashmir Willow SG Max Cover (https://sportscenter.com.np/product/cricket-bat-kashmir-willow-sg-max-cover-size-5/),,1 pair wicket keeping gloves,0,,,,,intermediate,"{""Weight"": ""0.8 kg"", ""Dimensions"": ""30 \u00d7 25 \u00d7 10 cm""}","https://sportscenter.com.np/wp-content/uploads/2020/12/WK-Gloves-Club-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/WK-Gloves-Club-4-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/WK-Gloves-Club-2-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/smart-tech-3-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/roar-xtreme-2-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/sierra-spike-2-5-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/max-cover-1-300x300.jpg",Available,,True
Cricket Wicket Keeping Gloves SG RSD PROLITE,https://sportscenter.com.np/product/cricket-wicket-keeping-gloves-sg-rsd-prolite/,3600.0,,,70464,SG,Protective Gears,"Team Sports, Cricket, Protective Gears","Sanspareils Greenlands (SG) is world’s largest and most trusted cricket equipment company. The company was established in pre-independent India in 1931 by two brothers Kedar Nath Anand & Dwarka Nath Anand.  It started primarily as an export intensive manufacturing unit. In the 70’s, Sunil Gavaskar became SG’s brand ambassador, and the rest is history as they say.  SG has evolved into robust manufacturing company that churns out every item related to the game of cricket from English Willow & Kashmir Willow Cricket Bats, Hand-Stitched Leather Balls, Protective Equipment, Cricket Whites, Kit bags to all types of Cricket Footwear and Accessories.The RSD Prolite wicket keeping gloves are medium range gloves from SG. They are fine in quality and are specially hit amongst the intermediate level players. Sports Center recommends the gloves for intermediate to advanced level players wanting a budget gloves.",,"s, medium, Greenlands (SG)",Made from high quality PVC | Rubber grip in palm facing | Towel lining in the cuffs | Available in size Adult | For Deuce Ball Play,,Cricket Shoes Sg Sierra Spike 2.0 (https://sportscenter.com.np/product/cricket-shoes-sg-sierra-spike-2-0/) | Cricket Bat Kashmir Willow SG RSD Plus (https://sportscenter.com.np/product/cricket-bat-kashmir-willow-sg-rsd-plus/) | Cricket Helmet SG Blaze Tech (https://sportscenter.com.np/product/cricket-helmet-sg-blaze-tech/) | Cricket Bat Kashmir Willow SG Scorer Classic (https://sportscenter.com.np/product/cricket-bat-kashmir-willow-sg-scorer-classic/),,1 pair wicket keeping gloves,0,,,,,intermediate,"{""Weight"": ""1 kg"", ""Dimensions"": ""30 \u00d7 20 \u00d7 10 cm""}","https://sportscenter.com.np/wp-content/uploads/2020/12/RSD-Prolite-3-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/RSD-Prolite-2-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/RSD-Prolite-1-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/sierra-spike-2-5-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/RSD-Plus-3-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/blaze-tech-3-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/scorer-classic-300x300.jpg",Available,,True
